iteration,elapsed_seconds
205,0.0331885
206,0.0334638
207,0.0331496
208,0.033402
209,0.0336532
210,0.0333256
211,0.032888
212,0.0339108
213,0.0325588
214,0.0333321
215,0.0334117
216,0.0338742
217,0.0327259
218,0.0332814
219,0.0334263
220,0.0331215
221,0.0331667
222,0.0337433
223,0.0332555
224,0.0332001
225,0.0334649
226,0.0335708
227,0.0329703
228,0.0339726
229,0.0327173
230,0.0337342
231,0.0331585
232,0.0333278
233,0.0330877
234,0.0337182
235,0.0326109
236,0.0328914
237,0.0332376
238,0.03354
239,0.0333454
240,0.0330136
241,0.0333153
242,0.0331524
243,0.0331022
244,0.0332609
245,0.0335156
246,0.0337668
247,0.0328212
248,0.0334415
249,0.0334474
250,0.0332613
251,0.0334163
252,0.0335729
253,0.0328891
254,0.0334376
255,0.0335091
256,0.0328688
257,0.0339062
258,0.0330788
259,0.0329914
260,0.0333523
261,0.0332781
262,0.0332465
263,0.0333953
264,0.0334863
265,0.033224
266,0.0331676
267,0.0333672
268,0.0335452
269,0.0331687
270,0.0334114
271,0.0334043
272,0.0334635
273,0.0333052
274,0.0328785
275,0.0333323
276,0.0334179
277,0.0332257
278,0.035101
279,0.0325228
280,0.0330149
281,0.0326967
282,0.0331488
283,0.0331759
284,0.0330684
285,0.0331487
286,0.0335448
287,0.0332006
288,0.033371
289,0.0334975
290,0.0331817
291,0.0333697
292,0.0334604
293,0.0328963
294,0.0334858
295,0.0330689
296,0.0336307
297,0.033428
298,0.0332984
299,0.0331797
300,0.033403
301,0.0329713
302,0.0332788
303,0.033364
304,0.0338079
305,0.0329882
306,0.0332936
307,0.0330365
308,0.0338599
309,0.0328133
310,0.0334796
311,0.033059
312,0.0336688
313,0.0333165
314,0.0333854
315,0.0329208
316,0.0337109
317,0.033023
318,0.0333947
319,0.0334866
320,0.0335396
321,0.0334141
322,0.0331985
323,0.032957
324,0.033339
325,0.0334074
326,0.033135
327,0.0333868
328,0.033412
329,0.0332225
330,0.0333101
331,0.0334157
332,0.0333873
333,0.0331078
334,0.0332761
335,0.0330105
336,0.0335996
337,0.0336204
338,0.0334547
339,0.0330082
340,0.0333853
341,0.0331986
342,0.0335864
343,0.0330776
344,0.0331774
345,0.0333015
346,0.0330853
347,0.0334897
348,0.0334257
349,0.03326
350,0.0333291
351,0.0336152
352,0.0330505
353,0.0334738
354,0.0330256
355,0.0334217
356,0.033272
357,0.0332644
358,0.033348
359,0.03318
360,0.0338869
361,0.0330813
362,0.0336928
363,0.0330092
364,0.0335277
365,0.0328641
366,0.0339553
367,0.0330911
368,0.0332064
369,0.0336283
370,0.0331383
371,0.0331285
372,0.0335751
373,0.0328311
374,0.0336727
375,0.0332532
376,0.0333017
377,0.0333081
378,0.033449
379,0.0332234
380,0.0336745
381,0.0340732
382,0.0332548
383,0.0331152
384,0.0329549
385,0.0338733
386,0.0332804
387,0.0329012
388,0.033334
389,0.0336729
390,0.0327204
391,0.033909
392,0.0332649
393,0.0333863
394,0.0329204
395,0.0332825
396,0.0331372
397,0.0334261
398,0.0334487
399,0.0331255
400,0.033653
401,0.0328159
402,0.033797
403,0.0331987
404,0.0330228
405,0.0499639
406,0.0335592
407,0.0333712
408,0.0331567
409,0.0335937
410,0.0333212
411,0.0333746
412,0.0331844
413,0.0332336
414,0.0333576
415,0.0335571
416,0.0329691
417,0.0332767
418,0.0335903
419,0.0333737
420,0.0331588
421,0.0333979
422,0.0333295
423,0.0331021
424,0.0333833
425,0.0331237
426,0.0334062
427,0.0333391
428,0.0335582
429,0.0333064
430,0.0330252
431,0.0332827
432,0.0339416
433,0.0328981
434,0.0330241
435,0.0333181
436,0.0333057
437,0.0345293
438,0.0321606
439,0.0476845
440,0.0332679
441,0.0332871
442,0.033496
443,0.033359
444,0.0329517
445,0.0333068
446,0.0333322
447,0.0336913
448,0.0332211
449,0.0326031
450,0.0333245
451,0.0332339
452,0.0334969
453,0.0331927
454,0.0331552
455,0.0333445
456,0.0336129
457,0.0334426
458,0.0330649
459,0.0332782
460,0.0333482
461,0.0335034
462,0.0331974
463,0.0330495
464,0.0335829
465,0.03309
466,0.0333253
467,0.033115
468,0.0339867
469,0.0327921
470,0.033425
471,0.0333002
472,0.0332028
473,0.0332193
474,0.033566
475,0.0334668
476,0.0335315
477,0.0328961
478,0.033539
479,0.0333569
480,0.0339185
481,0.0325476
482,0.0334379
483,0.0334823
484,0.0328035
485,0.0334254
486,0.033615
487,0.0331666
488,0.0376933
489,0.0288924
490,0.0333472
491,0.0332739
492,0.0333077
493,0.0329678
494,0.0336716
495,0.0334906
496,0.0327609
497,0.0336089
498,0.0332352
499,0.033679
500,0.0332046
501,0.0330138
502,0.0337796
503,0.0335303
504,0.0332961
505,0.0329418
506,0.0333134
507,0.0333723
508,0.0333201
509,0.0338213
510,0.0328195
511,0.0334306
512,0.0337055
513,0.033042
514,0.0331258
515,0.033547
516,0.0333249
517,0.0329909
518,0.0335384
519,0.0331345
520,0.0334691
521,0.0329869
522,0.0333201
523,0.0332591
524,0.0334484
525,0.0334014
526,0.0331386
527,0.0333438
528,0.0333569
529,0.0334872
530,0.033341
531,0.0330959
532,0.0334873
533,0.0333149
534,0.0335996
535,0.0335598
536,0.0327814
537,0.0332738
538,0.0332159
539,0.0337794
540,0.0330201
541,0.0335547
542,0.0330606
543,0.0335257
544,0.0330178
545,0.0338287
546,0.033098
547,0.0335074
548,0.0330647
549,0.0332943
550,0.033159
551,0.0333531
552,0.0332889
553,0.0340246
554,0.033102
555,0.0331275
556,0.0329683
557,0.0350701
558,0.0321609
559,0.0347927
560,0.0330742
561,0.0310974
562,0.0333235
563,0.0338322
564,0.032945
565,0.0336025
566,0.0334378
567,0.0329389
568,0.0331778
569,0.0333888
570,0.033789
571,0.0328399
572,0.0332826
573,0.0337829
574,0.0332718
575,0.0331584
576,0.0332216
577,0.0336624
578,0.0330793
579,0.0332756
580,0.0331758
581,0.0334179
582,0.0331346
583,0.033404
584,0.0330826
585,0.0333581
586,0.0334854
587,0.0330516
588,0.0335305
589,0.0333347
590,0.0335697
591,0.0329666
592,0.0338197
593,0.0329557
594,0.0345262
595,0.0330781
596,0.0334076
597,0.0335523
598,0.0330296
599,0.033356
600,0.0332214
601,0.033304
602,0.0333746
603,0.0332209
604,0.0330614
605,0.0334376
606,0.0334429
607,0.0330764
608,0.0343151
609,0.0324456
610,0.0331273
611,0.0333196
612,0.0339242
613,0.0329115
614,0.0330404
615,0.0332468
616,0.0341134
617,0.0325215
618,0.0334877
619,0.0331724
620,0.0337479
621,0.03286
622,0.0337014
623,0.0330422
624,0.0339603
625,0.0329991
626,0.033534
627,0.0330271
628,0.033178
629,0.0335946
630,0.0335668
631,0.0329703
632,0.0332202
633,0.0331274
634,0.0335863
635,0.0332716
636,0.0335848
637,0.0329186
638,0.0333936
639,0.033649
640,0.0329678
641,0.0335091
642,0.0335438
643,0.0329069
644,0.0334839
645,0.0336585
646,0.0330161
647,0.0334463
648,0.0329304
649,0.0331302
650,0.0340127
651,0.0328784
652,0.0331411
653,0.0333657
654,0.0334347
655,0.0337142
656,0.0331562
657,0.0333831
658,0.0337491
659,0.0331795
660,0.0333497
661,0.0332504
662,0.0330783
663,0.0331294
664,0.0337537
665,0.0333195
666,0.0329176
667,0.03368
668,0.0332846
669,0.0332367
670,0.0331124
671,0.0336752
672,0.0333802
673,0.0329304
674,0.0333312
675,0.0335723
676,0.0332307
677,0.0333311
678,0.0331274
679,0.0335643
680,0.033287
681,0.0332283
682,0.0331765
683,0.0333878
684,0.0331432
685,0.0339027
686,0.0332426
687,0.0335417
688,0.0333316
689,0.0495447
690,0.0334009
691,0.0335018
692,0.0330089
693,0.033461
694,0.0334944
695,0.0330168
696,0.0335661
697,0.0330305
698,0.0339893
699,0.0329034
700,0.0332909
701,0.033992
702,0.032488
703,0.0334488
704,0.0480033
705,0.0338119
706,0.0329881
707,0.0313473
708,0.0332861
709,0.0329018
710,0.0335197
711,0.0334069
712,0.0336733
713,0.0328595
714,0.0333928
715,0.0327406
716,0.0329072
717,0.0334102
718,0.0333349
719,0.033403
720,0.0335038
721,0.0331325
722,0.0335069
723,0.0330044
724,0.0335273
725,0.0334429
726,0.0328989
727,0.0336728
728,0.0332762
729,0.0329152
730,0.0336423
731,0.0330684
732,0.0335093
733,0.03333
734,0.033101
735,0.0336231
736,0.0333908
737,0.0333449
738,0.0329056
739,0.0334279
740,0.0331201
741,0.0334779
742,0.0340851
743,0.0327659
744,0.0330847
745,0.0347221
746,0.0332348
747,0.0336509
748,0.0330204
749,0.0332877
750,0.0331679
751,0.0333218
752,0.0335265
753,0.0330232
754,0.0332596
755,0.033313
756,0.0336366
757,0.033234
758,0.0334392
759,0.0334116
760,0.0330801
761,0.0332065
762,0.0333785
763,0.0331156
764,0.033528
765,0.0334782
766,0.0332217
767,0.0334078
768,0.0334803
769,0.0332646
770,0.0329636
771,0.0336337
772,0.033095
773,0.0336479
774,0.0332622
775,0.0332278
776,0.0342275
777,0.0335535
778,0.0334276
779,0.0333754
780,0.0327679
781,0.0336985
782,0.0331434
783,0.0330202
784,0.0337163
785,0.0331142
786,0.0332344
787,0.0371184
788,0.0286927
789,0.0333268
790,0.0334404
791,0.0333311
792,0.0331864
793,0.0330012
794,0.033725
795,0.0333069
796,0.0331366
797,0.0338766
798,0.0332296
799,0.0326642
800,0.0335358
801,0.0331001
802,0.0334672
803,0.0333498
804,0.0332132
805,0.0333189
806,0.033468
807,0.0336089
808,0.0327656
809,0.0336364
810,0.033087
811,0.0334894
812,0.0338588
813,0.0329907
814,0.0330707
815,0.0332115
816,0.0332056
817,0.0333591
818,0.0334021
819,0.0333693
820,0.0331112
821,0.0332983
822,0.0331736
823,0.0338036
824,0.033325
825,0.0330015
826,0.0332963
827,0.0335922
828,0.0334432
829,0.0327351
830,0.0334221
831,0.0333617
832,0.0331769
833,0.0332907
834,0.0334993
835,0.0332077
836,0.0333335
837,0.0336868
838,0.0334394
839,0.0333972
840,0.0333645
841,0.0333806
842,0.0335503
843,0.033051
844,0.0332803
845,0.0334586
846,0.033063
847,0.033285
848,0.0335255
849,0.0331566
850,0.0329348
851,0.0335061
852,0.0336701
853,0.033133
854,0.0332033
855,0.0332558
856,0.0333383
857,0.0333481
858,0.0334184
859,0.0333004
860,0.0331808
861,0.0333103
862,0.0337553
863,0.033039
864,0.033105
865,0.033451
866,0.0334564
867,0.0342287
868,0.0326919
869,0.0334126
870,0.0337173
871,0.033038
872,0.0330939
873,0.0336742
874,0.0334207
875,0.0329686
876,0.0333253
877,0.033024
878,0.0334402
879,0.0333246
880,0.0330589
881,0.0335345
882,0.0334146
883,0.0333017
884,0.0332151
885,0.0334284
886,0.0329364
887,0.0338267
888,0.0332477
889,0.0329459
890,0.0336731
891,0.0331965
892,0.0327583
893,0.0335792
894,0.0333724
895,0.03318
896,0.0331954
897,0.0333938
898,0.0331384
899,0.0332214
900,0.0338706
901,0.033089
902,0.0332959
903,0.0331643
904,0.033704
905,0.0330508
906,0.0333062
907,0.0334554
908,0.0332783
909,0.0327737
910,0.0335836
911,0.0336037
912,0.0329887
913,0.0337697
914,0.0332439
915,0.0330894
916,0.0333701
917,0.033204
918,0.0334382
919,0.0335153
920,0.0332166
921,0.033326
922,0.0330419
923,0.033171
924,0.0335016
925,0.0485198
926,0.0335552
927,0.0333009
928,0.033214
929,0.0333633
930,0.0330769
931,0.0334849
932,0.0335405
933,0.0328271
934,0.0333608
935,0.0334355
936,0.0334068
937,0.0330307
938,0.0333381
939,0.0331584
940,0.0334151
941,0.0334226
942,0.0330952
943,0.0335593
944,0.0333656
945,0.0333552
946,0.0330868
947,0.0335869
948,0.0334439
949,0.0327071
950,0.0338608
951,0.0328676
952,0.0334477
953,0.0334283
954,0.0332774
955,0.0332237
956,0.0332396
957,0.0334182
958,0.0341364
959,0.0331015
960,0.0330138
961,0.0336835
962,0.0334054
963,0.0329347
964,0.0334551
965,0.0332032
966,0.0331752
967,0.0333049
968,0.0335429
969,0.0333314
970,0.0329606
971,0.0338393
972,0.0329722
973,0.033191
974,0.0337011
975,0.0333496
976,0.0332211
977,0.03289
978,0.033854
979,0.0335894
980,0.0326506
981,0.0334076
982,0.0336698
983,0.0329664
984,0.033214
985,0.0340668
986,0.0327558
987,0.0331074
988,0.0333415
989,0.0347605
990,0.0329298
991,0.0335729
992,0.0334407
993,0.0332008
994,0.0334693
995,0.0330979
996,0.0336051
997,0.0329598
998,0.0331819
999,0.0334831
1000,0.0331978
1001,0.0334861
1002,0.0332986
1003,0.0329995
1004,0.0334175
1005,0.0339525
1006,0.0324963
1007,0.0337601
1008,0.0336821
1009,0.0330142
1010,0.0330243
1011,0.0295584
1012,0.0337182
1013,0.0331608
1014,0.0332345
1015,0.0333899
1016,0.033415
1017,0.0335113
1018,0.033148
1019,0.0333078
1020,0.0331569
1021,0.0333635
1022,0.0331896
1023,0.0332554
1024,0.0334207
1025,0.0333672
1026,0.0332398
1027,0.0333255
1028,0.0334796
1029,0.0329893
1030,0.0334541
1031,0.0334724
1032,0.0330133
1033,0.0333513
1034,0.0333864
1035,0.0331386
1036,0.0332555
1037,0.0335325
1038,0.0333011
1039,0.033079
1040,0.0335105
1041,0.0334021
1042,0.0335743
1043,0.0330543
1044,0.0335912
1045,0.0331182
1046,0.0328646
1047,0.0338132
1048,0.032875
1049,0.0337411
1050,0.0342316
1051,0.0333347
1052,0.0332933
1053,0.0333752
1054,0.041044
1055,0.0389825
1056,0.020388
1057,0.0328284
1058,0.0336759
1059,0.0330765
1060,0.0331278
1061,0.0333949
1062,0.0333695
1063,0.0334516
1064,0.0330527
1065,0.0334761
1066,0.0331438
1067,0.0333561
1068,0.0331906
1069,0.033436
1070,0.0336801
1071,0.03335
1072,0.0329067
1073,0.0334927
1074,0.0332883
1075,0.033374
1076,0.0333516
1077,0.0331011
1078,0.0333355
1079,0.0332615
1080,0.0348147
1081,0.0330872
1082,0.0337224
1083,0.0330933
1084,0.0331259
1085,0.0335911
1086,0.0333577
1087,0.0327947
1088,0.0502976
1089,0.0332147
1090,0.0304327
1091,0.0337293
1092,0.0329262
1093,0.0336312
1094,0.0333967
1095,0.0331519
1096,0.0334346
1097,0.0332652
1098,0.0333301
1099,0.0332532
1100,0.0329966
1101,0.0333118
1102,0.0336749
1103,0.033085
1104,0.0331577
1105,0.0333639
1106,0.0336473
1107,0.0329738
1108,0.0333839
1109,0.0335222
1110,0.0336573
1111,0.0329313
1112,0.0334024
1113,0.0329604
1114,0.0332908
1115,0.0336927
1116,0.0329161
1117,0.0332482
1118,0.0337636
1119,0.0328971
1120,0.0332523
1121,0.0336031
1122,0.0329603
1123,0.0334497
1124,0.0332195
1125,0.0335243
1126,0.0332426
1127,0.0332309
1128,0.0333264
1129,0.0335764
1130,0.0335168
1131,0.033166
1132,0.0329936
1133,0.0336984
1134,0.0331081
1135,0.0334274
1136,0.0332758
1137,0.0331852
1138,0.0335897
1139,0.0327945
1140,0.0334068
1141,0.0359597
1142,0.0332512
1143,0.0336087
1144,0.0333016
1145,0.0331798
1146,0.0334134
1147,0.0331578
1148,0.0332735
1149,0.0332533
1150,0.0333123
1151,0.0335435
1152,0.0332546
1153,0.0332474
1154,0.0334146
1155,0.0333199
1156,0.0334954
1157,0.0330686
1158,0.0333347
1159,0.0333787
1160,0.03279
1161,0.0337302
1162,0.0332371
1163,0.0331682
1164,0.0332741
1165,0.033848
1166,0.0328311
1167,0.0329672
1168,0.033792
1169,0.0331285
1170,0.0352995
1171,0.0329079
1172,0.0322062
1173,0.0338077
1174,0.0325851
1175,0.0333646
1176,0.0331939
1177,0.0333159
1178,0.0334421
1179,0.033112
1180,0.0334483
1181,0.0335025
1182,0.0331798
1183,0.0331611
1184,0.0334474
1185,0.0332912
1186,0.0332588
1187,0.0332941
1188,0.0332927
1189,0.033321
1190,0.0332722
1191,0.033454
1192,0.0331448
1193,0.0333873
1194,0.0334481
1195,0.0336521
1196,0.0332588
1197,0.0330541
1198,0.0332618
1199,0.0331967
1200,0.0332754
1201,0.0332069
1202,0.0341924
1203,0.0325587
1204,0.0335669
1205,0.0334458
1206,0.0330512
1207,0.0334703
1208,0.0332873
1209,0.0332133
1210,0.033337
1211,0.0332242
1212,0.0332154
1213,0.0335043
1214,0.0332485
1215,0.0332649
1216,0.0332401
1217,0.0332903
1218,0.0337561
1219,0.0329907
1220,0.0330958
1221,0.033557
1222,0.0331664
1223,0.033289
1224,0.0333411
1225,0.0333578
1226,0.0338554
1227,0.0329453
1228,0.0331158
1229,0.0332645
1230,0.0334273
1231,0.0332739
1232,0.0332358
1233,0.0332637
1234,0.0312294
1235,0.0331392
1236,0.0333985
1237,0.0333732
1238,0.03322
1239,0.0332397
1240,0.0333982
1241,0.0331781
1242,0.0334702
1243,0.0332075
1244,0.0333684
1245,0.0335128
1246,0.0332796
1247,0.0330638
1248,0.0336191
1249,0.033266
1250,0.0336097
1251,0.0332493
1252,0.032914
1253,0.0341632
1254,0.0325374
1255,0.0329818
1256,0.0332875
1257,0.0336785
1258,0.0331844
1259,0.0332776
1260,0.0334512
1261,0.0331018
1262,0.0333296
1263,0.0335005
1264,0.0330585
1265,0.0335531
1266,0.0332801
1267,0.034021
1268,0.032728
1269,0.0329706
1270,0.0335527
1271,0.0330508
1272,0.0337546
1273,0.0334436
1274,0.0330511
1275,0.0333463
1276,0.0332151
1277,0.0333956
1278,0.0331714
1279,0.0336393
1280,0.032985
1281,0.0334809
1282,0.0332755
1283,0.0332979
1284,0.0332143
1285,0.0335779
1286,0.0327602
1287,0.0336345
1288,0.0335106
1289,0.0334045
1290,0.0329178
1291,0.0335081
1292,0.0332744
1293,0.0339936
1294,0.0331176
1295,0.033208
1296,0.0337205
1297,0.033305
1298,0.0330386
1299,0.0331604
1300,0.0333367
1301,0.0333094
1302,0.0331928
1303,0.0338276
1304,0.0330928
1305,0.0330085
1306,0.0331254
1307,0.0341468
1308,0.0329952
1309,0.0332186
1310,0.0334195
1311,0.0332316
1312,0.0332628
1313,0.033404
1314,0.0331987
1315,0.0329529
1316,0.03366
1317,0.0334155
1318,0.0334137
1319,0.0331245
1320,0.0334665
1321,0.0331303
1322,0.0331195
1323,0.0334824
1324,0.0345051
1325,0.033146
1326,0.0333719
1327,0.033188
1328,0.0337256
1329,0.0329827
1330,0.0338689
1331,0.0329263
1332,0.0332289
1333,0.0333911
1334,0.0333947
1335,0.0330836
1336,0.0335875
1337,0.0333104
1338,0.0330708
1339,0.0335432
1340,0.0331979
1341,0.0332555
1342,0.0333151
1343,0.0333011
1344,0.0335694
1345,0.0331921
1346,0.0329666
1347,0.0334558
1348,0.0329231
1349,0.0331526
1350,0.0333622
1351,0.0335607
1352,0.0334089
1353,0.033395
1354,0.0351222
1355,0.0458627
1356,0.0215567
1357,0.0303659
1358,0.0335079
1359,0.033157
1360,0.0334115
1361,0.0332594
1362,0.0330154
1363,0.0334277
1364,0.0332183
1365,0.0331823
1366,0.0335087
1367,0.0335474
1368,0.0331334
1369,0.0332902
1370,0.0333618
1371,0.0334647
1372,0.0330719
1373,0.0332328
1374,0.0336143
1375,0.033052
1376,0.0335246
1377,0.0331867
1378,0.033351
1379,0.0336321
1380,0.0330539
1381,0.0331193
1382,0.0334546
1383,0.0332478
1384,0.0333073
1385,0.0339821
1386,0.0404719
1387,0.0429183
1388,0.0328191
1389,0.033488
1390,0.0332774
1391,0.0330237
1392,0.0337614
1393,0.0316444
1394,0.0329733
1395,0.0333635
1396,0.0332583
1397,0.0333448
1398,0.0331214
1399,0.0334487
1400,0.0333433
1401,0.0331578
1402,0.0333044
1403,0.0336136
1404,0.0331483
1405,0.033152
1406,0.0333939
1407,0.0333558
1408,0.0335554
1409,0.0328687
1410,0.0334407
1411,0.0333233
1412,0.0330468
1413,0.0337145
1414,0.0331667
1415,0.033156
1416,0.0336477
1417,0.0339204
1418,0.032747
1419,0.0330737
1420,0.0332656
1421,0.0333492
1422,0.0336471
1423,0.0332337
1424,0.0330637
1425,0.0333329
1426,0.0332186
1427,0.0332452
1428,0.0335414
1429,0.0332906
1430,0.0330541
1431,0.0333925
1432,0.0332939
1433,0.0339001
1434,0.0329069
1435,0.0334138
1436,0.0331883
1437,0.0331454
1438,0.0332854
1439,0.0332953
1440,0.0333882
1441,0.0330559
1442,0.0334656
1443,0.0334699
1444,0.0331392
1445,0.0341262
1446,0.0335865
1447,0.0333156
1448,0.0332695
1449,0.0336074
1450,0.0336177
1451,0.0334158
1452,0.032956
1453,0.0329981
1454,0.0332724
1455,0.0333947
1456,0.033063
1457,0.0335466
1458,0.0335168
1459,0.0326048
1460,0.0338818
1461,0.032846
1462,0.0333815
1463,0.0330381
1464,0.0338023
1465,0.0330585
1466,0.0333794
1467,0.0334246
1468,0.0327807
1469,0.0336476
1470,0.0337267
1471,0.0331731
1472,0.0330194
1473,0.0336519
1474,0.0331627
1475,0.0331935
1476,0.0345413
1477,0.0331133
1478,0.0331985
1479,0.0331186
1480,0.0339131
1481,0.0330428
1482,0.033279
1483,0.0335062
1484,0.0328285
1485,0.0334781
1486,0.0334695
1487,0.032977
1488,0.0337067
1489,0.0332251
1490,0.0330453
1491,0.0335649
1492,0.0329759
1493,0.0334977
1494,0.0333551
1495,0.0331109
1496,0.0334885
1497,0.0329423
1498,0.0336875
1499,0.0330542
1500,0.0332131
1501,0.0335509
1502,0.0333336
1503,0.0332611
1504,0.0332554
1505,0.0332542
1506,0.0333733
1507,0.0336468
1508,0.0331622
1509,0.0337463
1510,0.0327707
1511,0.033589
1512,0.033189
1513,0.0330248
1514,0.0332555
1515,0.0334449
1516,0.0333283
1517,0.0331609
1518,0.0331885
1519,0.0333954
1520,0.0332618
1521,0.0335022
1522,0.0333609
1523,0.0333514
1524,0.0333888
1525,0.0334245
1526,0.0330467
1527,0.0334244
1528,0.0342876
1529,0.0419395
1530,0.0374264
1531,0.0322596
1532,0.0214727
1533,0.0321567
1534,0.0335848
1535,0.0331095
1536,0.0332922
1537,0.0341468
1538,0.033169
1539,0.0332238
1540,0.0333018
1541,0.0335525
1542,0.0331677
1543,0.0333212
1544,0.033257
1545,0.0338543
1546,0.0328575
1547,0.0342159
1548,0.032452
1549,0.0334709
1550,0.0333406
1551,0.033277
1552,0.0331988
1553,0.0334902
1554,0.0327663
1555,0.0336556
1556,0.0333578
1557,0.033136
1558,0.033807
1559,0.0325754
1560,0.0337449
1561,0.0334851
1562,0.0328869
1563,0.0336111
1564,0.0329923
1565,0.0334322
1566,0.0333614
1567,0.0335054
1568,0.0331004
1569,0.033533
1570,0.033187
1571,0.0330617
1572,0.0333591
1573,0.0336559
1574,0.0328388
1575,0.0328054
1576,0.0334406
1577,0.0332435
1578,0.0334508
1579,0.0330645
1580,0.0335893
1581,0.0332155
1582,0.0333945
1583,0.0330162
1584,0.0336994
1585,0.0337568
1586,0.0328828
1587,0.0329592
1588,0.0337075
1589,0.0330715
1590,0.0332791
1591,0.0334056
1592,0.03334
1593,0.033044
1594,0.0337912
1595,0.0328129
1596,0.033485
1597,0.0334733
1598,0.0331603
1599,0.033112
1600,0.0335148
1601,0.0335461
1602,0.0329355
1603,0.0330932
1604,0.0333739
1605,0.0331189
1606,0.0333798
1607,0.0330138
1608,0.0334768
1609,0.0336325
1610,0.0330803
1611,0.0331819
1612,0.0333093
1613,0.0332348
1614,0.0334606
1615,0.033184
1616,0.0334746
1617,0.0331862
1618,0.0332958
1619,0.0334033
1620,0.0331646
1621,0.0337362
1622,0.0330733
1623,0.0336513
1624,0.033006
1625,0.0331754
1626,0.0333281
1627,0.0331374
1628,0.033542
1629,0.0335787
1630,0.0331037
1631,0.0330123
1632,0.0332959
1633,0.0334396
1634,0.0331813
1635,0.0333378
1636,0.033391
1637,0.0331875
1638,0.0333541
1639,0.0334773
1640,0.0332877
1641,0.0334479
1642,0.0334033
1643,0.0334135
1644,0.0329959
1645,0.0332405
1646,0.0333435
1647,0.0333752
1648,0.0334048
1649,0.0335577
1650,0.0329096
1651,0.0333824
1652,0.0332187
1653,0.033028
1654,0.0335153
1655,0.0337153
1656,0.0331972
1657,0.0329937
1658,0.0333584
1659,0.0340301
1660,0.0332374
1661,0.0333772
1662,0.0335445
1663,0.0331933
1664,0.0331374
1665,0.0332903
1666,0.0337765
1667,0.0335297
1668,0.032821
1669,0.0332913
1670,0.0332297
1671,0.0334299
1672,0.0331115
1673,0.033955
1674,0.032871
1675,0.0332524
1676,0.0330551
1677,0.0334031
1678,0.0333862
1679,0.0332782
1680,0.0332017
1681,0.033425
1682,0.0332804
