iter,rank,ant_move_s,phen_sync_s,evaporation_s,total_s
48,3,0.0715491,0.271613,0.0280661,0.371229
49,3,0.0734844,0.275136,0.0285809,0.377202
50,3,0.0746751,0.279868,0.028838,0.383382
51,3,0.0758824,0.284366,0.0292111,0.38946
52,3,0.0771725,0.288973,0.0304283,0.396574
53,3,0.0785676,0.293332,0.0308613,0.402761
54,3,0.0796858,0.297978,0.031397,0.409061
55,3,0.0807493,0.302414,0.0318943,0.415058
56,3,0.0818128,0.306755,0.0324987,0.421066
57,3,0.0830772,0.311699,0.0328698,0.427646
58,3,0.0842892,0.316568,0.0331176,0.433974
59,3,0.0854948,0.321339,0.033804,0.440638
60,3,0.0886076,0.32502,0.0342306,0.447859
61,3,0.0900812,0.329586,0.0344292,0.454096
62,3,0.0913017,0.333981,0.0347382,0.460021
63,3,0.0926223,0.338902,0.0351572,0.466682
64,3,0.093718,0.343579,0.0354604,0.472757
65,3,0.0946299,0.348031,0.0358541,0.478515
66,3,0.0957667,0.353175,0.0362451,0.485186
67,3,0.0968064,0.357788,0.0366484,0.491243
68,3,0.0979351,0.363046,0.0383807,0.499362
69,3,0.0992151,0.367537,0.0387488,0.505501
70,3,0.10021,0.372004,0.0391897,0.511404
71,3,0.101322,0.376785,0.0397787,0.517887
72,3,0.10257,0.381057,0.0400726,0.5237
73,3,0.103678,0.385575,0.0404668,0.529719
74,3,0.104841,0.389879,0.0408822,0.535602
75,3,0.105963,0.394177,0.0413454,0.541486
76,3,0.107247,0.398656,0.0416663,0.547569
77,3,0.108332,0.403567,0.0421018,0.554
78,3,0.109595,0.40868,0.0425377,0.560813
79,3,0.110672,0.413488,0.0428461,0.567006
80,3,0.111965,0.417591,0.0432639,0.57282
81,3,0.113306,0.421945,0.0436179,0.578869
82,3,0.115767,0.425161,0.0440528,0.58498
83,3,0.117023,0.429445,0.0444822,0.59095
84,3,0.118075,0.433766,0.0448726,0.596713
85,3,0.11922,0.43837,0.0451667,0.602757
86,3,0.120398,0.443162,0.0455445,0.609104
87,3,0.121609,0.448018,0.0458787,0.615505
88,3,0.122784,0.452558,0.0462899,0.621632
89,3,0.123972,0.457215,0.0466667,0.627854
90,3,0.125167,0.461498,0.0469456,0.633611
91,3,0.126404,0.466399,0.0473289,0.640132
92,3,0.127573,0.471236,0.0478245,0.646634
93,3,0.128825,0.475502,0.0492702,0.653598
94,3,0.130101,0.480408,0.0496513,0.66016
95,3,0.131152,0.485347,0.0499329,0.666431
96,3,0.132162,0.489881,0.0503923,0.672434
97,3,0.133362,0.49418,0.0508935,0.678435
98,3,0.13467,0.498947,0.0513224,0.68494
99,3,0.13584,0.503555,0.0517828,0.691178
100,3,0.137024,0.508145,0.0521912,0.69736
101,3,0.138218,0.513019,0.0525995,0.703836
102,3,0.139311,0.517604,0.0529033,0.709818
103,3,0.140364,0.522057,0.0532785,0.7157
104,3,0.141557,0.526324,0.0536727,0.721554
105,3,0.142914,0.530631,0.0539735,0.727518
106,3,0.144079,0.535156,0.0543302,0.733566
107,3,0.145341,0.540027,0.0545778,0.739946
108,3,0.146547,0.544664,0.0551091,0.74632
109,3,0.147739,0.549472,0.0553987,0.75261
110,3,0.149044,0.553858,0.055655,0.758557
111,3,0.15021,0.558385,0.0559476,0.764543
112,3,0.151341,0.563117,0.0562755,0.770734
113,3,0.152365,0.567635,0.0566883,0.776687
114,3,0.153247,0.572218,0.0570715,0.782537
115,3,0.154357,0.576714,0.0575098,0.788581
116,3,0.155647,0.580986,0.0577971,0.79443
117,3,0.156727,0.585638,0.0582545,0.800619
118,3,0.157998,0.589989,0.0585611,0.806548
119,3,0.158945,0.595039,0.0589853,0.812969
120,3,0.160268,0.600292,0.059333,0.819893
121,3,0.161611,0.605016,0.0597882,0.826415
122,3,0.162842,0.609817,0.0601081,0.832767
123,3,0.164004,0.614554,0.0604694,0.839027
124,3,0.165041,0.619519,0.060818,0.845378
125,3,0.166151,0.624201,0.0611044,0.851456
126,3,0.167195,0.628642,0.0614341,0.857271
127,3,0.168402,0.633041,0.0619363,0.863379
128,3,0.169485,0.637914,0.0622936,0.869693
129,3,0.170644,0.642401,0.0626323,0.875677
130,3,0.171693,0.647141,0.0630633,0.881897
131,3,0.172857,0.65206,0.0634481,0.888365
132,3,0.174059,0.656331,0.063844,0.894234
133,3,0.174933,0.661304,0.0641576,0.900395
134,3,0.176083,0.666165,0.0646286,0.906876
135,3,0.178633,0.670644,0.0652772,0.914554
136,3,0.179718,0.675862,0.0657535,0.921334
137,3,0.180717,0.680433,0.0661161,0.927266
138,3,0.181715,0.684901,0.0665327,0.933149
139,3,0.182893,0.68999,0.0669183,0.939801
140,3,0.184228,0.694602,0.0673453,0.946175
141,3,0.185518,0.698779,0.0678253,0.952123
142,3,0.186594,0.703595,0.0681014,0.958291
143,3,0.187758,0.708475,0.0683914,0.964624
144,3,0.188924,0.713129,0.0688698,0.970923
145,3,0.190104,0.717841,0.0692146,0.97716
146,3,0.191545,0.722391,0.0696064,0.983542
147,3,0.192927,0.72688,0.069868,0.989675
148,3,0.19412,0.731375,0.0701307,0.995625
149,3,0.195388,0.735662,0.070558,1.00161
150,3,0.196562,0.740238,0.0709948,1.00779
151,3,0.197703,0.745149,0.0713265,1.01418
152,3,0.198789,0.749948,0.0716175,1.02036
153,3,0.199813,0.754569,0.0719225,1.0263
154,3,0.200909,0.759234,0.0724056,1.03255
155,3,0.202163,0.763854,0.0728564,1.03887
156,3,0.203386,0.768488,0.0731184,1.04499
157,3,0.204556,0.773127,0.0735394,1.05122
158,3,0.207325,0.777232,0.0740165,1.05857
159,3,0.20857,0.781919,0.0744416,1.06493
160,3,0.209831,0.786208,0.0748834,1.07092
161,3,0.211253,0.790932,0.0753442,1.07753
162,3,0.212424,0.795089,0.0756874,1.0832
163,3,0.213596,0.799764,0.0760303,1.08939
164,3,0.214802,0.80415,0.0763207,1.09527
165,3,0.216098,0.808898,0.0766124,1.10161
166,3,0.217291,0.813849,0.0769099,1.10805
167,3,0.21851,0.818374,0.0772811,1.11417
168,3,0.220889,0.821577,0.0777368,1.1202
169,3,0.222213,0.825924,0.0781949,1.12633
170,3,0.223394,0.830419,0.0785694,1.13238
171,3,0.225591,0.833866,0.0790104,1.13847
172,3,0.226817,0.838711,0.0793571,1.14489
173,3,0.227977,0.843164,0.0797785,1.15092
174,3,0.228936,0.847644,0.0801109,1.15669
175,3,0.229887,0.852181,0.0805978,1.16267
176,3,0.231018,0.856839,0.0813693,1.16923
177,3,0.232344,0.861348,0.0816874,1.17538
178,3,0.233642,0.866154,0.0820892,1.18189
179,3,0.234749,0.870963,0.0824119,1.18812
180,3,0.236034,0.87581,0.0829123,1.19476
181,3,0.236992,0.88169,0.0832522,1.20193
182,3,0.237915,0.886837,0.0834956,1.20825
183,3,0.239085,0.891661,0.0837424,1.21449
184,3,0.240224,0.896639,0.084006,1.22087
185,3,0.24147,0.903539,0.084522,1.22953
186,3,0.242556,0.908158,0.0850076,1.23572
187,3,0.243822,0.912521,0.0852727,1.24162
188,3,0.245017,0.91708,0.0857368,1.24783
189,3,0.246044,0.921703,0.086115,1.25386
190,3,0.247239,0.926579,0.0863635,1.26018
191,3,0.248225,0.931109,0.0868277,1.26616
192,3,0.24945,0.935466,0.0872666,1.27218
193,3,0.250555,0.940062,0.0875221,1.27814
194,3,0.251695,0.944458,0.0878415,1.28399
195,3,0.252746,0.948917,0.0882769,1.28994
196,3,0.253698,0.954017,0.0884783,1.29619
197,3,0.254899,0.958497,0.0888579,1.30225
198,3,0.255944,0.963104,0.089177,1.30822
199,3,0.256956,0.967837,0.0895512,1.31434
200,3,0.258063,0.972152,0.0898952,1.32011
201,3,0.259281,0.976598,0.0903494,1.32623
202,3,0.260511,0.981254,0.0906907,1.33246
203,3,0.261462,0.986664,0.0912309,1.33936
204,3,0.262692,0.991281,0.0916698,1.34564
205,3,0.263915,0.995664,0.0920076,1.35159
206,3,0.265018,1.00024,0.0923843,1.35764
207,3,0.266014,1.00535,0.0928356,1.3642
208,3,0.267023,1.00989,0.0932875,1.3702
209,3,0.268217,1.01448,0.0938113,1.37651
210,3,0.269471,1.01904,0.0943061,1.38282
211,3,0.271105,1.02383,0.0949388,1.38987
212,3,0.272312,1.02804,0.0953199,1.39568
213,3,0.273843,1.03224,0.0957413,1.40183
214,3,0.275517,1.03655,0.0960795,1.40814
215,3,0.27675,1.04102,0.0965245,1.4143
216,3,0.277976,1.04546,0.0969327,1.42037
217,3,0.279076,1.05029,0.0971775,1.42654
218,3,0.280268,1.05476,0.0975122,1.43254
219,3,0.281399,1.05975,0.097832,1.43898
220,3,0.282522,1.06449,0.0981738,1.44518
221,3,0.283692,1.06892,0.0985838,1.45119
222,3,0.284727,1.07376,0.0994611,1.45795
223,3,0.285992,1.07806,0.0998603,1.46391
224,3,0.287188,1.08313,0.100207,1.47053
225,3,0.288432,1.08803,0.100577,1.47704
226,3,0.28969,1.0926,0.101024,1.48332
227,3,0.29083,1.09739,0.101619,1.48984
228,3,0.291977,1.10206,0.101975,1.49601
229,3,0.293147,1.10666,0.102383,1.50219
230,3,0.294398,1.11157,0.102779,1.50875
231,3,0.295567,1.11587,0.103275,1.51471
232,3,0.296737,1.12042,0.103609,1.52076
233,3,0.297899,1.12521,0.104025,1.52714
234,3,0.298942,1.13005,0.104496,1.53348
235,3,0.300093,1.1345,0.104865,1.53945
236,3,0.301149,1.13905,0.105319,1.54552
237,3,0.302307,1.14354,0.105717,1.55156
238,3,0.303418,1.14825,0.106229,1.5579
239,3,0.304673,1.15286,0.10672,1.56425
240,3,0.30573,1.158,0.107164,1.57089
241,3,0.307057,1.16241,0.107573,1.57704
242,3,0.308576,1.16849,0.107876,1.58494
243,3,0.310373,1.17437,0.10851,1.59325
244,3,0.311737,1.17908,0.108962,1.59978
245,3,0.31292,1.18384,0.109188,1.60595
246,3,0.313951,1.18839,0.109614,1.61195
247,3,0.315229,1.19276,0.109961,1.61795
248,3,0.316636,1.1975,0.110425,1.62456
249,3,0.317583,1.20257,0.110841,1.631
250,3,0.318716,1.20723,0.111378,1.63732
251,3,0.320108,1.2126,0.111918,1.64463
252,3,0.321219,1.21715,0.112411,1.65078
253,3,0.322586,1.22154,0.112772,1.65689
254,3,0.323745,1.22664,0.113159,1.66354
255,3,0.32493,1.23114,0.113548,1.66962
256,3,0.326077,1.23555,0.1139,1.67553
257,3,0.327225,1.2402,0.114294,1.68172
258,3,0.328433,1.24521,0.114653,1.6883
259,3,0.329686,1.25009,0.115016,1.69479
260,3,0.330835,1.25459,0.115416,1.70084
261,3,0.331964,1.25901,0.115834,1.70681
262,3,0.333194,1.26364,0.116205,1.71304
263,3,0.334344,1.26842,0.11646,1.71922
264,3,0.335365,1.2735,0.116816,1.72568
265,3,0.336309,1.27901,0.117061,1.73238
266,3,0.337239,1.2841,0.117549,1.73888
267,3,0.338466,1.2889,0.117758,1.74513
268,3,0.339527,1.2936,0.118114,1.75124
269,3,0.340408,1.29846,0.119695,1.75857
270,3,0.341512,1.30287,0.120115,1.7645
271,3,0.342432,1.3074,0.120494,1.77033
272,3,0.343514,1.31233,0.120927,1.77677
273,3,0.345087,1.31726,0.121545,1.78389
274,3,0.346323,1.32293,0.122083,1.79134
275,3,0.34795,1.32775,0.122661,1.79836
276,3,0.349237,1.33212,0.123138,1.80449
277,3,0.350385,1.33659,0.123589,1.81056
278,3,0.351743,1.34068,0.124024,1.81645
279,3,0.352954,1.34559,0.124277,1.82282
280,3,0.354013,1.35049,0.124552,1.82905
281,3,0.355294,1.35472,0.12503,1.83505
282,3,0.356331,1.35941,0.125319,1.84106
283,3,0.357567,1.36416,0.125657,1.84738
284,3,0.358862,1.36849,0.12605,1.8534
285,3,0.360142,1.37285,0.126379,1.85937
286,3,0.361263,1.37716,0.126766,1.86518
287,3,0.362346,1.38174,0.127277,1.87137
288,3,0.36339,1.38626,0.127743,1.8774
289,3,0.364512,1.39119,0.128109,1.88381
290,3,0.365474,1.39566,0.128494,1.88963
291,3,0.366526,1.40023,0.128943,1.8957
292,3,0.367381,1.40513,0.129212,1.90172
293,3,0.368386,1.40974,0.12961,1.90773
294,3,0.36963,1.41469,0.12999,1.91431
295,3,0.370708,1.4194,0.130474,1.92058
296,3,0.371777,1.42389,0.130876,1.92654
297,3,0.372879,1.42881,0.131147,1.93283
298,3,0.374031,1.43366,0.131472,1.93916
299,3,0.375477,1.43806,0.131787,1.94532
300,3,0.376645,1.44278,0.132105,1.95153
301,3,0.377896,1.44711,0.132604,1.95761
302,3,0.378977,1.45166,0.133021,1.96366
303,3,0.380087,1.4566,0.133326,1.97002
304,3,0.38121,1.46142,0.133704,1.97634
305,3,0.382368,1.46634,0.134236,1.98294
306,3,0.383679,1.47147,0.134677,1.98983
307,3,0.384949,1.47609,0.134985,1.99603
308,3,0.386122,1.48122,0.135346,2.00269
309,3,0.387328,1.48671,0.135721,2.00976
310,3,0.38856,1.49165,0.136239,2.01645
311,3,0.38972,1.49642,0.136606,2.02275
312,3,0.390862,1.50149,0.136974,2.02933
313,3,0.392089,1.50588,0.137409,2.03538
314,3,0.393237,1.51093,0.137916,2.04209
315,3,0.394473,1.51531,0.13831,2.04809
316,3,0.395673,1.51992,0.138759,2.05435
317,3,0.396747,1.52462,0.13908,2.06045
318,3,0.398064,1.52907,0.139631,2.06677
319,3,0.399256,1.53353,0.140132,2.07292
320,3,0.400568,1.53784,0.140383,2.07879
321,3,0.401532,1.54288,0.140823,2.08523
322,3,0.402738,1.54752,0.141214,2.09147
323,3,0.403773,1.55211,0.141689,2.09757
324,3,0.404977,1.55663,0.142094,2.1037
325,3,0.406151,1.56115,0.142506,2.10981
326,3,0.407181,1.56561,0.142918,2.11571
327,3,0.408233,1.57023,0.143404,2.12187
328,3,0.409376,1.57474,0.143755,2.12787
329,3,0.410586,1.57965,0.14419,2.13442
330,3,0.411655,1.58482,0.144678,2.14116
331,3,0.412977,1.58935,0.14509,2.14742
332,3,0.41417,1.59381,0.145502,2.15349
333,3,0.415318,1.59824,0.145854,2.15942
334,3,0.416551,1.60271,0.146407,2.16567
335,3,0.417873,1.60778,0.1468,2.17246
336,3,0.419035,1.61229,0.147329,2.17866
337,3,0.420217,1.61687,0.147715,2.1848
338,3,0.421548,1.62141,0.148152,2.19111
339,3,0.42287,1.62691,0.148918,2.1987
340,3,0.423963,1.63164,0.149178,2.20478
341,3,0.425227,1.63604,0.149592,2.21086
342,3,0.426293,1.64058,0.149997,2.21687
343,3,0.427466,1.64528,0.150479,2.22323
344,3,0.428594,1.65049,0.150845,2.22993
345,3,0.429662,1.65515,0.15125,2.23606
346,3,0.430923,1.66003,0.151653,2.24261
347,3,0.431935,1.6648,0.152092,2.24883
348,3,0.433091,1.66957,0.152396,2.25506
349,3,0.434022,1.67409,0.152651,2.26076
350,3,0.435068,1.67843,0.15309,2.26658
351,3,0.436218,1.6832,0.153508,2.27293
352,3,0.437368,1.68772,0.153864,2.27895
353,3,0.438541,1.69233,0.154209,2.28508
354,3,0.439677,1.69665,0.154572,2.2909
355,3,0.440814,1.70145,0.154881,2.29714
356,3,0.442022,1.70635,0.155254,2.30363
357,3,0.443355,1.71358,0.155614,2.31255
358,3,0.444473,1.71852,0.155988,2.31898
359,3,0.445368,1.72391,0.156277,2.32555
360,3,0.446544,1.72845,0.156667,2.33166
361,3,0.447604,1.73347,0.157113,2.33818
362,3,0.448915,1.73752,0.157418,2.34385
363,3,0.450193,1.74211,0.157867,2.35017
364,3,0.45166,1.74626,0.158215,2.35613
365,3,0.452907,1.75157,0.158565,2.36304
366,3,0.454036,1.75621,0.158855,2.3691
367,3,0.455253,1.76097,0.159321,2.37554
368,3,0.456516,1.76601,0.159733,2.38226
369,3,0.457733,1.77064,0.160244,2.38862
370,3,0.45903,1.7752,0.160655,2.39489
371,3,0.460355,1.77954,0.161082,2.40098
372,3,0.461848,1.7842,0.161455,2.4075
373,3,0.463133,1.78859,0.161722,2.41345
374,3,0.464388,1.79299,0.162152,2.41953
375,3,0.465647,1.79796,0.162542,2.42615
376,3,0.466927,1.80236,0.163005,2.43229
377,3,0.46809,1.80719,0.163729,2.43901
378,3,0.469322,1.81182,0.164002,2.44515
379,3,0.4706,1.81678,0.164428,2.45181
380,3,0.471825,1.82162,0.164704,2.45815
381,3,0.472756,1.82631,0.165018,2.46409
382,3,0.473926,1.83081,0.165497,2.47023
383,3,0.475062,1.8352,0.165848,2.47611
384,3,0.47622,1.83983,0.166127,2.48218
385,3,0.477523,1.84476,0.166534,2.48881
386,3,0.478744,1.84933,0.167079,2.49516
387,3,0.479804,1.85419,0.167475,2.50147
388,3,0.480895,1.85893,0.167802,2.50763
389,3,0.481736,1.86417,0.168231,2.51413
390,3,0.482795,1.86892,0.168549,2.52027
391,3,0.484023,1.87354,0.168861,2.52642
392,3,0.485209,1.87784,0.16921,2.53225
393,3,0.486517,1.88215,0.169561,2.53822
394,3,0.488237,1.88653,0.169887,2.54466
395,3,0.4895,1.89083,0.170236,2.55056
396,3,0.490824,1.89518,0.170655,2.55666
397,3,0.492054,1.89997,0.171184,2.5632
398,3,0.493138,1.90503,0.171378,2.56955
399,3,0.494706,1.911,0.171585,2.57729
400,3,0.496257,1.91705,0.172641,2.58595
401,3,0.497354,1.92241,0.173144,2.59291
402,3,0.498676,1.92785,0.174146,2.60067
403,3,0.500223,1.93335,0.174704,2.60828
404,3,0.501902,1.93891,0.175174,2.61599
405,3,0.504458,1.94317,0.175652,2.62328
406,3,0.505781,1.94847,0.176181,2.63043
407,3,0.507161,1.95338,0.176441,2.63699
408,3,0.508468,1.95883,0.176801,2.6441
409,3,0.509715,1.96384,0.178219,2.65177
410,3,0.51095,1.96993,0.178638,2.65952
411,3,0.512625,1.97498,0.179111,2.66671
412,3,0.513886,1.97928,0.179431,2.67259
413,3,0.515117,1.98376,0.179811,2.67869
414,3,0.516252,1.98841,0.180079,2.68474
415,3,0.517617,1.99293,0.180433,2.69098
416,3,0.519054,1.99861,0.180929,2.6986
417,3,0.520039,2.00592,0.181503,2.70746
418,3,0.521219,2.01121,0.181743,2.71417
419,3,0.522784,2.01673,0.182156,2.72167
420,3,0.523898,2.02251,0.182488,2.7289
421,3,0.525039,2.02866,0.183907,2.7376
422,3,0.52657,2.03325,0.184337,2.74416
423,3,0.528299,2.03846,0.184678,2.75144
424,3,0.529963,2.04362,0.185252,2.75883
425,3,0.531714,2.04893,0.185771,2.76641
426,3,0.533084,2.05492,0.186128,2.77413
427,3,0.534929,2.05926,0.186473,2.78066
428,3,0.536183,2.06427,0.186922,2.78737
429,3,0.53767,2.06951,0.187409,2.79458
430,3,0.539176,2.07472,0.187848,2.80174
431,3,0.540284,2.08006,0.188032,2.80838
432,3,0.541645,2.08569,0.188299,2.81563
433,3,0.54292,2.09116,0.188725,2.82281
434,3,0.544011,2.096,0.189042,2.82905
435,3,0.545267,2.10101,0.189459,2.83573
436,3,0.546225,2.10615,0.189803,2.84218
437,3,0.547652,2.11098,0.190278,2.84891
438,3,0.54889,2.11608,0.190848,2.85582
439,3,0.550331,2.12105,0.19121,2.8626
440,3,0.551547,2.1259,0.191931,2.86938
441,3,0.552749,2.13044,0.192253,2.87544
442,3,0.553808,2.13507,0.192571,2.88145
443,3,0.554997,2.1396,0.193028,2.88763
444,3,0.556359,2.14376,0.193381,2.8935
445,3,0.5575,2.14814,0.193715,2.89935
446,3,0.558884,2.15246,0.194038,2.90538
447,3,0.560085,2.15679,0.194356,2.91123
448,3,0.561213,2.16161,0.194722,2.91754
449,3,0.562406,2.16615,0.195061,2.92362
450,3,0.563642,2.17056,0.195418,2.92962
451,3,0.564733,2.17512,0.195836,2.93569
452,3,0.565937,2.17975,0.19633,2.94202
453,3,0.567067,2.18447,0.196637,2.94817
454,3,0.568308,2.18932,0.196944,2.95457
455,3,0.569636,2.19351,0.197327,2.96047
456,3,0.570863,2.19883,0.197653,2.96735
457,3,0.572166,2.20361,0.198117,2.9739
458,3,0.57349,2.21061,0.198621,2.98272
459,3,0.574695,2.21565,0.19913,2.98948
460,3,0.575958,2.22018,0.199492,2.99564
461,3,0.577364,2.22522,0.200016,3.0026
462,3,0.578474,2.23027,0.200345,3.00909
463,3,0.579737,2.2351,0.200916,3.01575
464,3,0.581136,2.23974,0.201211,3.02208
465,3,0.582369,2.2445,0.201623,3.02849
466,3,0.583433,2.24942,0.202056,3.03491
467,3,0.5847,2.25371,0.20244,3.04085
468,3,0.585753,2.25835,0.202892,3.04699
469,3,0.587198,2.26328,0.203256,3.05373
470,3,0.589005,2.27112,0.203805,3.06393
471,3,0.590561,2.27659,0.20444,3.07159
472,3,0.591735,2.28242,0.204832,3.07899
473,3,0.592642,2.28739,0.205349,3.08538
474,3,0.593917,2.29202,0.205883,3.09182
475,3,0.59507,2.29671,0.206194,3.09797
476,3,0.596372,2.30131,0.206622,3.1043
477,3,0.597516,2.30558,0.206956,3.11005
478,3,0.598642,2.31031,0.20729,3.11625
479,3,0.599782,2.31494,0.207614,3.12233
480,3,0.600961,2.31922,0.208006,3.12819
481,3,0.602062,2.32351,0.208705,3.13427
482,3,0.603454,2.3279,0.209221,3.14058
483,3,0.604754,2.33219,0.209546,3.14649
484,3,0.605898,2.33659,0.209907,3.1524
485,3,0.607251,2.34105,0.210316,3.15862
486,3,0.608604,2.34752,0.210725,3.16685
487,3,0.610233,2.35269,0.211327,3.17425
488,3,0.611495,2.35703,0.211663,3.18019
489,3,0.61289,2.36184,0.212008,3.18674
490,3,0.614435,2.36671,0.212555,3.1937
491,3,0.615972,2.37073,0.21299,3.19969
492,3,0.617196,2.37523,0.213419,3.20585
493,3,0.61839,2.38058,0.214,3.21296
494,3,0.620174,2.38832,0.214502,3.22299
495,3,0.621491,2.39358,0.214996,3.23007
496,3,0.622883,2.39913,0.215356,3.23737
497,3,0.624017,2.4038,0.215658,3.24348
498,3,0.62588,2.4088,0.216174,3.25086
499,3,0.627443,2.41434,0.21653,3.25831
500,3,0.628749,2.41935,0.217079,3.26517
501,3,0.629866,2.42371,0.217543,3.27112
502,3,0.631326,2.4297,0.217967,3.279
503,3,0.632722,2.43548,0.218427,3.28663
504,3,0.63466,2.4399,0.218815,3.29337
505,3,0.636056,2.44547,0.219199,3.30072
506,3,0.637282,2.45119,0.219561,3.30803
507,3,0.638583,2.45591,0.21993,3.31442
508,3,0.639713,2.46039,0.220266,3.32037
509,3,0.640802,2.46577,0.220636,3.32721
510,3,0.641847,2.47096,0.221295,3.3341
511,3,0.643386,2.47641,0.221973,3.34177
512,3,0.644875,2.4826,0.222248,3.34973
513,3,0.646335,2.48731,0.222815,3.35646
514,3,0.647563,2.49227,0.223255,3.36308
515,3,0.648784,2.49718,0.224022,3.36999
516,3,0.650346,2.50229,0.224516,3.37715
517,3,0.652094,2.50893,0.224928,3.38595
518,3,0.653656,2.51477,0.225215,3.39364
519,3,0.655046,2.52019,0.225622,3.40086
520,3,0.65664,2.52429,0.226152,3.40708
521,3,0.657942,2.52905,0.226904,3.4139
522,3,0.659243,2.53398,0.227412,3.42064
523,3,0.660477,2.53887,0.22782,3.42716
524,3,0.66174,2.54353,0.228453,3.43372
525,3,0.662904,2.54821,0.228949,3.44006
526,3,0.664328,2.55351,0.229613,3.44745
527,3,0.665689,2.55925,0.230326,3.45526
528,3,0.668327,2.56466,0.231077,3.46406
529,3,0.66998,2.57033,0.231571,3.47188
530,3,0.671304,2.57581,0.23197,3.47909
531,3,0.672315,2.58111,0.232239,3.48567
532,3,0.673265,2.58614,0.232634,3.49204
533,3,0.674625,2.59086,0.233155,3.49864
534,3,0.675683,2.5961,0.233439,3.50523
535,3,0.676758,2.60105,0.233665,3.51147
536,3,0.67786,2.60542,0.234175,3.51745
537,3,0.678867,2.6105,0.234771,3.52413
538,3,0.679728,2.61529,0.235147,3.53017
539,3,0.680908,2.61978,0.235682,3.53637
540,3,0.682186,2.62457,0.23612,3.54288
541,3,0.683365,2.62978,0.23687,3.55001
542,3,0.684618,2.63471,0.237439,3.55677
543,3,0.685882,2.639,0.237914,3.5628
544,3,0.687177,2.6435,0.238269,3.56894
545,3,0.688424,2.64831,0.238602,3.57534
546,3,0.6896,2.65336,0.238906,3.58187
547,3,0.69087,2.65803,0.239316,3.58821
548,3,0.692165,2.66268,0.239625,3.59447
549,3,0.693276,2.66843,0.241852,3.60356
550,3,0.694597,2.67309,0.242276,3.60996
551,3,0.695801,2.67761,0.242612,3.61602
552,3,0.696865,2.68199,0.242952,3.62181
553,3,0.698487,2.68909,0.243587,3.63116
554,3,0.699919,2.69491,0.243946,3.63877
555,3,0.701425,2.70042,0.245096,3.64694
556,3,0.702312,2.70564,0.245438,3.65339
557,3,0.703544,2.71037,0.245869,3.65978
558,3,0.704663,2.71516,0.24635,3.66617
559,3,0.705915,2.71984,0.246688,3.67244
560,3,0.707182,2.72484,0.247073,3.6791
561,3,0.708361,2.7293,0.247428,3.68509
562,3,0.709641,2.73386,0.247757,3.69126
563,3,0.711154,2.7409,0.248282,3.70033
564,3,0.71242,2.74685,0.248605,3.70787
565,3,0.713613,2.75244,0.248976,3.71503
566,3,0.714977,2.75676,0.249386,3.72112
567,3,0.716072,2.76128,0.249786,3.72714
568,3,0.717138,2.76614,0.250161,3.73344
569,3,0.718623,2.77037,0.250549,3.73954
