iter,rank,ant_move_s,phen_sync_s,evaporation_s,total_s
53,2,0.0731689,0.299116,0.0246665,0.396951
54,2,0.0743611,0.303695,0.0250225,0.403079
55,2,0.0754487,0.30811,0.0255389,0.409097
56,2,0.0765354,0.312434,0.0260339,0.415003
57,2,0.0778507,0.317433,0.0263909,0.421674
58,2,0.0789679,0.322423,0.0265925,0.427983
59,2,0.0801663,0.327212,0.0270611,0.43444
60,2,0.0814508,0.332734,0.0281935,0.442378
61,2,0.0829519,0.337288,0.0287037,0.448944
62,2,0.0840849,0.341777,0.0290243,0.454887
63,2,0.0852833,0.346838,0.0294706,0.461592
64,2,0.0865554,0.351347,0.0299543,0.467857
65,2,0.0877248,0.355549,0.0303042,0.473578
66,2,0.0890411,0.360522,0.0307714,0.480334
67,2,0.0900807,0.365137,0.0311343,0.486352
68,2,0.0912971,0.370316,0.0319077,0.49352
69,2,0.0925198,0.374875,0.0323169,0.499712
70,2,0.093751,0.379105,0.0327694,0.505626
71,2,0.0949233,0.38384,0.0333477,0.512111
72,2,0.0958796,0.388411,0.033677,0.517968
73,2,0.0969188,0.393006,0.0341216,0.524046
74,2,0.0980739,0.397328,0.0344426,0.529845
75,2,0.0993443,0.401548,0.0348704,0.535763
76,2,0.100391,0.406271,0.035254,0.541916
77,2,0.101458,0.41121,0.0357027,0.548371
78,2,0.102888,0.416166,0.0362135,0.555267
79,2,0.103954,0.420998,0.0365355,0.561487
80,2,0.105072,0.425283,0.036977,0.567332
81,2,0.106311,0.429755,0.0372899,0.573355
82,2,0.107522,0.434224,0.0376452,0.579391
83,2,0.108396,0.438893,0.0380515,0.58534
84,2,0.109585,0.443082,0.0385983,0.591265
85,2,0.110864,0.447562,0.0389563,0.597383
86,2,0.112111,0.452292,0.0393499,0.603753
87,2,0.113112,0.457363,0.0399557,0.610431
88,2,0.11427,0.461937,0.0403835,0.61659
89,2,0.115718,0.466332,0.0408153,0.622865
90,2,0.11691,0.470632,0.0412252,0.628767
91,2,0.118084,0.475591,0.0415346,0.635209
92,2,0.119203,0.480482,0.0419347,0.64162
93,2,0.12037,0.484831,0.0424111,0.647612
94,2,0.121638,0.489755,0.0428812,0.654274
95,2,0.122846,0.494538,0.0431452,0.660529
96,2,0.123855,0.49908,0.0436394,0.666574
97,2,0.12519,0.503245,0.0440731,0.672508
98,2,0.1263,0.508228,0.0445899,0.679118
99,2,0.127385,0.512933,0.0450519,0.68537
100,2,0.12865,0.517446,0.0453512,0.691447
101,2,0.129574,0.522596,0.0456559,0.697826
102,2,0.130721,0.527127,0.0460733,0.703921
103,2,0.131986,0.531382,0.0465394,0.709907
104,2,0.133197,0.535634,0.0469125,0.715744
105,2,0.13432,0.540178,0.0473442,0.721842
106,2,0.135338,0.544862,0.0477623,0.727962
107,2,0.136409,0.549924,0.0480326,0.734365
108,2,0.137572,0.554615,0.0484015,0.740588
109,2,0.138649,0.559538,0.0486381,0.746826
110,2,0.139812,0.564083,0.0489177,0.752812
111,2,0.14097,0.568617,0.0493224,0.758909
112,2,0.142172,0.573286,0.0496587,0.765117
113,2,0.143316,0.577691,0.0501201,0.771127
114,2,0.144312,0.582168,0.050449,0.776928
115,2,0.1454,0.586694,0.0509347,0.783028
116,2,0.146544,0.591203,0.0511513,0.788899
117,2,0.1478,0.595685,0.0516141,0.795099
118,2,0.148927,0.600191,0.052045,0.801163
119,2,0.150031,0.605083,0.0523749,0.807488
120,2,0.151139,0.61056,0.0526723,0.81437
121,2,0.152324,0.615457,0.053237,0.821018
122,2,0.153608,0.62021,0.0535108,0.827329
123,2,0.15466,0.625079,0.0540299,0.833769
124,2,0.155947,0.629809,0.0545545,0.84031
125,2,0.157106,0.634455,0.0549167,0.846478
126,2,0.1582,0.638848,0.0553559,0.852404
127,2,0.159327,0.643331,0.0556624,0.85832
128,2,0.160476,0.648148,0.0562668,0.864891
129,2,0.161733,0.65254,0.0566415,0.870914
130,2,0.162973,0.657095,0.0570368,0.877105
131,2,0.164083,0.662079,0.0580479,0.884211
132,2,0.165339,0.666304,0.0584613,0.890104
133,2,0.166517,0.670981,0.0588152,0.896314
134,2,0.167719,0.675788,0.059214,0.902721
135,2,0.168658,0.681885,0.0595859,0.910129
136,2,0.169816,0.687043,0.059984,0.916844
137,2,0.170954,0.691484,0.06026,0.922698
138,2,0.171969,0.695956,0.0606496,0.928574
139,2,0.172989,0.701216,0.0610261,0.935231
140,2,0.17396,0.706199,0.0614913,0.94165
141,2,0.175564,0.710067,0.061897,0.947528
142,2,0.176631,0.714894,0.0621475,0.953672
143,2,0.177613,0.719958,0.0624799,0.960051
144,2,0.178675,0.724721,0.0628771,0.966273
145,2,0.179608,0.729683,0.0633159,0.972607
146,2,0.180976,0.734315,0.0637514,0.979043
147,2,0.182349,0.738816,0.0640749,0.98524
148,2,0.183515,0.743319,0.0643288,0.991163
149,2,0.184436,0.747965,0.0647126,0.997114
150,2,0.185774,0.752391,0.0651767,1.00334
151,2,0.186911,0.757324,0.0654981,1.00973
152,2,0.187989,0.762151,0.0657954,1.01593
153,2,0.189029,0.766769,0.0661744,1.02197
154,2,0.190341,0.771217,0.0666453,1.0282
155,2,0.191622,0.775815,0.0670912,1.03453
156,2,0.192714,0.780587,0.0689224,1.04222
157,2,0.193858,0.785253,0.0694339,1.04854
158,2,0.195073,0.79091,0.0697973,1.05578
159,2,0.196191,0.795725,0.0702425,1.06216
160,2,0.197275,0.800206,0.070631,1.06811
161,2,0.198332,0.805302,0.0711027,1.07474
162,2,0.199251,0.809716,0.0714711,1.08044
163,2,0.200459,0.814362,0.0717536,1.08657
164,2,0.201512,0.818914,0.0721309,1.09256
165,2,0.202629,0.823848,0.0723594,1.09884
166,2,0.203565,0.82906,0.0726873,1.10531
167,2,0.204554,0.833824,0.0729758,1.11135
168,2,0.205485,0.838484,0.0733389,1.11731
169,2,0.206732,0.842922,0.0737449,1.1234
170,2,0.207971,0.847355,0.0740953,1.12942
171,2,0.208726,0.852257,0.0744329,1.13542
172,2,0.209843,0.85722,0.0747187,1.14178
173,2,0.21081,0.861876,0.0750218,1.14771
174,2,0.211759,0.866385,0.0753773,1.15352
175,2,0.213003,0.870643,0.0756875,1.15933
176,2,0.214137,0.875295,0.0760245,1.16546
177,2,0.215225,0.880049,0.076324,1.1716
178,2,0.216286,0.88511,0.0767141,1.17811
179,2,0.217409,0.88991,0.0774135,1.18473
180,2,0.218668,0.894788,0.077905,1.19136
181,2,0.220017,0.900286,0.0784003,1.1987
182,2,0.221138,0.905251,0.078789,1.20518
183,2,0.222179,0.910214,0.0790837,1.21148
184,2,0.223367,0.915148,0.0793963,1.21791
185,2,0.224495,0.922167,0.07992,1.22658
186,2,0.225465,0.926909,0.0804149,1.23279
187,2,0.226626,0.931376,0.0806965,1.2387
188,2,0.227783,0.935986,0.0811358,1.2449
189,2,0.229065,0.940356,0.0815408,1.25096
190,2,0.23029,0.945213,0.0817582,1.25726
191,2,0.231203,0.949823,0.082176,1.2632
192,2,0.232236,0.954372,0.0825385,1.26915
193,2,0.233293,0.959039,0.0827809,1.27511
194,2,0.234465,0.963409,0.0831834,1.28106
195,2,0.235705,0.96769,0.0835945,1.28699
196,2,0.236852,0.972596,0.0838666,1.29331
197,2,0.238338,0.976791,0.0842242,1.29935
198,2,0.239518,0.981254,0.0845952,1.30537
199,2,0.240648,0.985871,0.0849133,1.31143
200,2,0.241869,0.990074,0.085333,1.31728
201,2,0.242998,0.994615,0.0857459,1.32336
202,2,0.244094,0.999409,0.0860833,1.32959
203,2,0.245416,1.00445,0.0866652,1.33654
204,2,0.246578,1.00914,0.0882188,1.34393
205,2,0.247756,1.01357,0.0886151,1.34994
206,2,0.248871,1.01814,0.0890305,1.35605
207,2,0.249993,1.02313,0.0893721,1.36249
208,2,0.251162,1.02751,0.0900255,1.36869
209,2,0.252191,1.03228,0.0904951,1.37497
210,2,0.253283,1.037,0.0909475,1.38123
211,2,0.254891,1.0418,0.0914757,1.38817
212,2,0.25603,1.0461,0.09191,1.39404
213,2,0.257144,1.05072,0.0923581,1.40023
214,2,0.25855,1.0553,0.0926553,1.4065
215,2,0.259876,1.05969,0.0930151,1.41258
216,2,0.260899,1.06434,0.0933997,1.41864
217,2,0.261865,1.06932,0.0936508,1.42483
218,2,0.262966,1.0739,0.0940225,1.43088
219,2,0.264035,1.07894,0.0943238,1.4373
220,2,0.265239,1.08359,0.0946832,1.44351
221,2,0.266283,1.08815,0.0951284,1.44956
222,2,0.267567,1.09274,0.0954743,1.45578
223,2,0.268726,1.09715,0.0958878,1.46176
224,2,0.269976,1.10218,0.0961839,1.46834
225,2,0.271242,1.10705,0.0965244,1.47482
226,2,0.272322,1.11181,0.0969576,1.48109
227,2,0.273408,1.11665,0.097285,1.48735
228,2,0.274614,1.12128,0.0976782,1.49357
229,2,0.275596,1.12607,0.0981126,1.49977
230,2,0.276741,1.13108,0.0984669,1.50629
231,2,0.277827,1.13546,0.0989234,1.51221
232,2,0.278992,1.14001,0.0992621,1.51827
233,2,0.280031,1.14494,0.0994896,1.52446
234,2,0.281009,1.14985,0.100103,1.53096
235,2,0.282076,1.15439,0.100432,1.5369
236,2,0.283173,1.15891,0.100781,1.54286
237,2,0.283981,1.16374,0.101126,1.54885
238,2,0.285126,1.16843,0.101611,1.55516
239,2,0.286381,1.17304,0.1021,1.56152
240,2,0.287399,1.17821,0.102581,1.56819
241,2,0.288867,1.18249,0.103163,1.57452
242,2,0.290226,1.18875,0.107202,1.58618
243,2,0.291895,1.19476,0.107582,1.59424
244,2,0.293129,1.19961,0.108121,1.60086
245,2,0.294359,1.20433,0.108339,1.60702
246,2,0.295419,1.20885,0.108641,1.61291
247,2,0.296715,1.21321,0.109093,1.61902
248,2,0.298156,1.21793,0.109435,1.62552
249,2,0.299309,1.22281,0.1098,1.63191
250,2,0.300392,1.2275,0.110162,1.63805
251,2,0.301647,1.23301,0.110823,1.64548
252,2,0.302531,1.23782,0.111228,1.65158
253,2,0.303824,1.24229,0.111572,1.65768
254,2,0.30485,1.24753,0.11189,1.66427
255,2,0.305845,1.25223,0.112225,1.6703
256,2,0.306888,1.25675,0.112658,1.67629
257,2,0.307907,1.26152,0.116246,1.68568
258,2,0.30914,1.26651,0.116989,1.69264
259,2,0.310332,1.27146,0.117397,1.69919
260,2,0.311609,1.27583,0.11785,1.70529
261,2,0.312772,1.28022,0.118243,1.71123
262,2,0.313809,1.28504,0.118606,1.71746
263,2,0.31493,1.28986,0.118889,1.72367
264,2,0.316077,1.29482,0.119353,1.73025
265,2,0.317146,1.30019,0.119832,1.73717
266,2,0.318345,1.30501,0.120211,1.74356
267,2,0.319597,1.30977,0.120442,1.74981
268,2,0.32082,1.31432,0.120716,1.75586
269,2,0.321814,1.31907,0.121198,1.76209
270,2,0.322785,1.32362,0.121475,1.76788
271,2,0.323725,1.32814,0.121902,1.77377
272,2,0.324859,1.33302,0.122316,1.7802
273,2,0.327528,1.33687,0.12297,1.78737
274,2,0.329133,1.34217,0.123725,1.79503
275,2,0.331565,1.34618,0.124328,1.80207
276,2,0.333111,1.35029,0.124799,1.8082
277,2,0.334192,1.35483,0.125078,1.8141
278,2,0.335645,1.35885,0.125714,1.82021
279,2,0.336744,1.36387,0.126124,1.82674
280,2,0.337994,1.3686,0.126463,1.83306
281,2,0.339123,1.373,0.126888,1.83901
282,2,0.340172,1.37767,0.127155,1.845
283,2,0.341292,1.38255,0.127459,1.8513
284,2,0.342348,1.38712,0.127794,1.85726
285,2,0.343302,1.39181,0.128063,1.86318
286,2,0.344246,1.39631,0.128439,1.86899
287,2,0.345307,1.40093,0.129001,1.87524
288,2,0.346241,1.40556,0.129411,1.88121
289,2,0.347115,1.41074,0.129841,1.88769
290,2,0.348166,1.41512,0.130158,1.89345
291,2,0.349281,1.41964,0.130515,1.89944
292,2,0.350445,1.42424,0.130829,1.90551
293,2,0.351423,1.42888,0.131214,1.91152
294,2,0.352593,1.43392,0.131606,1.91811
295,2,0.353665,1.43864,0.132134,1.92443
296,2,0.354856,1.443,0.132472,1.93033
297,2,0.355993,1.44795,0.132785,1.93672
298,2,0.357107,1.45285,0.133109,1.94307
299,2,0.358146,1.45783,0.133353,1.94933
300,2,0.359373,1.4625,0.133679,1.95555
301,2,0.360428,1.46703,0.134164,1.96162
302,2,0.361434,1.47166,0.134473,1.96757
303,2,0.362693,1.47645,0.134811,1.97396
304,2,0.363823,1.48128,0.135065,1.98016
305,2,0.364897,1.48628,0.135584,1.98676
306,2,0.366202,1.49143,0.135922,1.99355
307,2,0.367243,1.49628,0.136374,1.9999
308,2,0.368433,1.5014,0.136932,2.00676
309,2,0.369374,1.50715,0.137224,2.01375
310,2,0.370178,1.51253,0.137565,2.02028
311,2,0.371296,1.51735,0.13796,2.02661
312,2,0.372536,1.52233,0.13835,2.03321
313,2,0.373676,1.5268,0.138739,2.03922
314,2,0.374884,1.53178,0.139263,2.04592
315,2,0.376156,1.53612,0.139665,2.05194
316,2,0.3773,1.54079,0.140174,2.05826
317,2,0.378654,1.54523,0.140548,2.06443
318,2,0.379731,1.54993,0.141006,2.07067
319,2,0.380902,1.55442,0.141431,2.07675
320,2,0.381776,1.55916,0.141637,2.08258
321,2,0.382904,1.56405,0.142204,2.08916
322,2,0.384292,1.56851,0.142587,2.09539
323,2,0.385319,1.57311,0.143061,2.10149
324,2,0.386234,1.57793,0.143384,2.10755
325,2,0.387402,1.58246,0.14367,2.11353
326,2,0.388315,1.58705,0.144307,2.11967
327,2,0.389389,1.59165,0.144743,2.12578
328,2,0.390475,1.59622,0.145089,2.13178
329,2,0.391577,1.60124,0.145468,2.13829
330,2,0.39283,1.60624,0.145926,2.145
331,2,0.394138,1.61078,0.146393,2.15132
332,2,0.395314,1.61527,0.14676,2.15734
333,2,0.396414,1.61975,0.147258,2.16343
334,2,0.397654,1.62423,0.147674,2.16955
335,2,0.398796,1.62948,0.147994,2.17627
336,2,0.399687,1.63426,0.148483,2.18243
337,2,0.400985,1.63872,0.148936,2.18864
338,2,0.402088,1.6435,0.149299,2.19488
339,2,0.403025,1.64941,0.150064,2.20249
340,2,0.404027,1.65422,0.150278,2.20852
341,2,0.405126,1.65878,0.150676,2.21458
342,2,0.406118,1.66356,0.151038,2.22071
343,2,0.407129,1.66842,0.151412,2.22696
344,2,0.408337,1.67355,0.151804,2.23369
345,2,0.40943,1.6782,0.152152,2.23978
346,2,0.410146,1.68363,0.152436,2.24621
347,2,0.411214,1.68835,0.152794,2.25235
348,2,0.412389,1.69311,0.153201,2.2587
349,2,0.413421,1.69753,0.153649,2.2646
350,2,0.414524,1.70182,0.154009,2.27035
351,2,0.415476,1.7068,0.154358,2.27663
352,2,0.416598,1.71135,0.154752,2.2827
353,2,0.417512,1.71623,0.155058,2.2888
354,2,0.418555,1.72064,0.155411,2.2946
355,2,0.419587,1.72556,0.155713,2.30085
356,2,0.4207,1.73056,0.156064,2.30732
357,2,0.424942,1.73489,0.156408,2.31624
358,2,0.425971,1.73993,0.156771,2.32267
359,2,0.427201,1.74499,0.158052,2.33024
360,2,0.428462,1.74946,0.158432,2.33635
361,2,0.429732,1.75427,0.158912,2.34291
362,2,0.430982,1.75839,0.159249,2.34862
363,2,0.432299,1.76295,0.159677,2.35493
364,2,0.433247,1.76763,0.159948,2.36082
365,2,0.434269,1.77317,0.160992,2.36843
366,2,0.435362,1.77785,0.161378,2.37459
367,2,0.436453,1.78274,0.16182,2.38102
368,2,0.437776,1.78773,0.162249,2.38776
369,2,0.439023,1.79233,0.162733,2.39409
370,2,0.440184,1.79703,0.163188,2.4004
371,2,0.44141,1.80147,0.163592,2.40647
372,2,0.442802,1.80623,0.164004,2.41303
373,2,0.44363,1.81109,0.16443,2.41915
374,2,0.444862,1.81553,0.164726,2.42512
375,2,0.445997,1.82062,0.165101,2.43172
376,2,0.447308,1.825,0.165561,2.43787
377,2,0.448405,1.82991,0.166011,2.44433
378,2,0.449683,1.83451,0.166451,2.45065
379,2,0.450909,1.83954,0.166829,2.45728
380,2,0.45171,1.8448,0.167038,2.46355
381,2,0.452853,1.84929,0.167456,2.4696
382,2,0.453956,1.85386,0.167883,2.4757
383,2,0.455011,1.85834,0.168198,2.48155
384,2,0.456005,1.86314,0.168534,2.48768
385,2,0.457291,1.86808,0.168812,2.49418
386,2,0.458409,1.87277,0.169385,2.50056
387,2,0.459708,1.87739,0.169923,2.50702
388,2,0.461021,1.88199,0.170189,2.5132
389,2,0.462226,1.88686,0.170509,2.5196
390,2,0.463293,1.89162,0.170817,2.52573
391,2,0.464519,1.89624,0.171178,2.53193
392,2,0.46568,1.90057,0.171582,2.53783
393,2,0.466715,1.90516,0.171894,2.54377
394,2,0.467986,1.91,0.17226,2.55025
395,2,0.469379,1.91417,0.172647,2.5562
396,2,0.470549,1.91871,0.17311,2.56237
397,2,0.471673,1.92361,0.173662,2.56894
398,2,0.472694,1.92891,0.173854,2.57546
399,2,0.473965,1.93518,0.175704,2.58485
400,2,0.475339,1.94142,0.176103,2.59286
401,2,0.476582,1.94665,0.176529,2.59976
402,2,0.47786,1.95213,0.177094,2.60709
403,2,0.479367,1.95769,0.177473,2.61453
404,2,0.481038,1.96327,0.178503,2.62281
405,2,0.482497,1.9687,0.17879,2.62998
406,2,0.483632,1.97419,0.179376,2.6372
407,2,0.484641,1.97949,0.179711,2.64384
408,2,0.485605,1.98528,0.180189,2.65108
409,2,0.486582,1.99057,0.180735,2.65789
410,2,0.487842,1.99664,0.18102,2.6655
411,2,0.489504,2.00169,0.181668,2.67286
412,2,0.490423,2.00635,0.182171,2.67894
413,2,0.491799,2.0107,0.182647,2.68514
414,2,0.493003,2.01527,0.183001,2.69128
415,2,0.494881,2.01929,0.183415,2.69759
416,2,0.496356,2.02494,0.184002,2.7053
417,2,0.497292,2.03231,0.184492,2.71409
418,2,0.498421,2.03765,0.184803,2.72088
419,2,0.499491,2.04368,0.185153,2.72833
420,2,0.500869,2.04922,0.185571,2.73566
421,2,0.502839,2.05454,0.186621,2.744
422,2,0.504236,2.05926,0.187425,2.75092
423,2,0.506086,2.06437,0.187878,2.75833
424,2,0.507574,2.06971,0.188186,2.76547
425,2,0.509076,2.07529,0.188649,2.77301
426,2,0.51027,2.08147,0.188952,2.7807
427,2,0.511781,2.08616,0.189392,2.78733
428,2,0.513189,2.09102,0.189782,2.79399
429,2,0.514676,2.09627,0.190287,2.80123
430,2,0.515625,2.10205,0.190778,2.80846
431,2,0.516808,2.10727,0.191009,2.81509
432,2,0.518272,2.1128,0.191289,2.82236
433,2,0.519601,2.11821,0.191784,2.8296
434,2,0.520734,2.12302,0.192123,2.83587
435,2,0.521882,2.12814,0.19249,2.84251
436,2,0.522938,2.1332,0.192873,2.84901
437,2,0.524349,2.13804,0.193199,2.85559
438,2,0.525629,2.1431,0.19387,2.8626
439,2,0.526701,2.14846,0.194187,2.86935
440,2,0.527839,2.1534,0.194471,2.87571
441,2,0.528875,2.15809,0.194859,2.88182
442,2,0.529873,2.16281,0.195251,2.88793
443,2,0.531026,2.16739,0.195741,2.89416
444,2,0.532286,2.17165,0.196159,2.9001
445,2,0.533446,2.17601,0.196467,2.90593
446,2,0.534331,2.18084,0.196759,2.91193
447,2,0.535576,2.18518,0.197119,2.91788
448,2,0.536862,2.18985,0.197438,2.92415
449,2,0.538116,2.19434,0.197894,2.93035
450,2,0.539142,2.19897,0.19827,2.93638
451,2,0.540223,2.20355,0.198652,2.94243
452,2,0.541257,2.20836,0.198986,2.9486
453,2,0.54235,2.21312,0.199318,2.95479
454,2,0.543307,2.21826,0.199782,2.96135
455,2,0.544599,2.2225,0.200255,2.96735
456,2,0.545875,2.22778,0.200509,2.97417
457,2,0.547038,2.23271,0.200866,2.98061
458,2,0.548148,2.23993,0.201266,2.98934
459,2,0.54923,2.2451,0.201687,2.99602
460,2,0.550315,2.24982,0.20198,3.00211
461,2,0.551774,2.25482,0.202494,3.00908
462,2,0.553178,2.25957,0.202877,3.01563
463,2,0.554523,2.26436,0.203431,3.02231
464,2,0.555998,2.26892,0.20389,3.02881
465,2,0.557229,2.27369,0.204272,3.03519
466,2,0.558449,2.27845,0.204658,3.04156
467,2,0.559656,2.28282,0.205004,3.04748
468,2,0.560668,2.2875,0.205488,3.05366
469,2,0.561971,2.29259,0.205923,3.06048
470,2,0.56317,2.30104,0.206435,3.07065
471,2,0.564826,2.30641,0.206853,3.07809
472,2,0.566109,2.31213,0.207195,3.08544
473,2,0.567283,2.31683,0.207711,3.09183
474,2,0.568627,2.32141,0.208217,3.09825
475,2,0.569742,2.32613,0.208549,3.10442
476,2,0.570721,2.33107,0.208926,3.11072
477,2,0.57197,2.33525,0.209307,3.11653
478,2,0.572891,2.3402,0.209724,3.12282
479,2,0.573936,2.34493,0.21003,3.1289
480,2,0.57518,2.34916,0.210461,3.1348
481,2,0.576465,2.35327,0.211011,3.14075
482,2,0.577737,2.35779,0.211407,3.14693
483,2,0.578697,2.36243,0.211741,3.15287
484,2,0.579725,2.36695,0.212087,3.15877
485,2,0.580748,2.37175,0.212486,3.16498
486,2,0.582218,2.3781,0.212801,3.17312
487,2,0.583409,2.38373,0.213217,3.18036
488,2,0.584521,2.38823,0.213663,3.18642
489,2,0.585725,2.39324,0.213996,3.19297
490,2,0.587106,2.39829,0.214402,3.1998
491,2,0.588704,2.40226,0.214902,3.20586
492,2,0.589835,2.40686,0.21529,3.21199
493,2,0.591017,2.41221,0.215605,3.21883
494,2,0.59286,2.41991,0.216065,3.22884
495,2,0.593924,2.42543,0.2165,3.23586
496,2,0.595144,2.43117,0.216923,3.24323
497,2,0.596479,2.43564,0.217292,3.24941
498,2,0.598524,2.44047,0.217905,3.2569
499,2,0.600069,2.44604,0.218227,3.26434
500,2,0.601363,2.45106,0.218652,3.27108
501,2,0.602472,2.45544,0.219039,3.27695
502,2,0.603695,2.4617,0.219378,3.28477
503,2,0.604878,2.4677,0.219719,3.2923
504,2,0.606726,2.47224,0.220068,3.29903
505,2,0.608073,2.47786,0.220448,3.30638
506,2,0.609835,2.48307,0.220849,3.31375
507,2,0.611013,2.48793,0.221226,3.32017
508,2,0.611911,2.49265,0.221593,3.32616
509,2,0.613064,2.49797,0.222074,3.33311
510,2,0.614254,2.50303,0.222538,3.33982
511,2,0.615831,2.50846,0.223072,3.34736
512,2,0.617348,2.51464,0.223364,3.35535
513,2,0.618606,2.51955,0.223923,3.36208
514,2,0.619586,2.52476,0.224445,3.36879
515,2,0.620464,2.53004,0.224786,3.37529
516,2,0.621457,2.5357,0.225736,3.38289
517,2,0.623482,2.54208,0.226276,3.39184
518,2,0.62488,2.54809,0.22672,3.39969
519,2,0.626046,2.55374,0.230329,3.41011
520,2,0.627261,2.55823,0.23106,3.41655
521,2,0.628772,2.56279,0.231356,3.42292
522,2,0.630068,2.56772,0.231766,3.42956
523,2,0.63147,2.57244,0.232113,3.43602
524,2,0.632694,2.57715,0.232476,3.44232
525,2,0.633872,2.58182,0.232933,3.44863
526,2,0.635178,2.58726,0.233458,3.4559
527,2,0.636819,2.59272,0.234117,3.46366
528,2,0.639228,2.59835,0.234674,3.47225
529,2,0.640496,2.60442,0.235034,3.47995
530,2,0.641966,2.60977,0.235399,3.48713
531,2,0.642792,2.61526,0.235674,3.49372
532,2,0.644144,2.61989,0.236516,3.50055
533,2,0.645395,2.62472,0.236983,3.5071
534,2,0.646408,2.63003,0.237276,3.51371
535,2,0.647551,2.6349,0.237532,3.51999
536,2,0.648562,2.63937,0.238027,3.52596
537,2,0.649778,2.64424,0.238485,3.5325
538,2,0.650918,2.64876,0.238907,3.53859
539,2,0.652038,2.65332,0.239281,3.54464
540,2,0.65307,2.65836,0.239633,3.55107
541,2,0.654188,2.66363,0.240117,3.55794
542,2,0.655416,2.66861,0.24063,3.56465
543,2,0.656697,2.67288,0.241115,3.5707
544,2,0.657954,2.67743,0.241501,3.57688
545,2,0.65928,2.68218,0.241929,3.58339
546,2,0.660249,2.68745,0.242155,3.58985
547,2,0.661239,2.6924,0.242524,3.59616
548,2,0.662437,2.69715,0.242821,3.60241
549,2,0.663509,2.70294,0.243166,3.60961
550,2,0.66437,2.70806,0.243605,3.61603
551,2,0.665539,2.71278,0.243936,3.62225
552,2,0.666792,2.71698,0.244592,3.62837
553,2,0.668454,2.72404,0.244993,3.63749
554,2,0.669875,2.7299,0.245348,3.64512
555,2,0.671454,2.73533,0.245697,3.65249
556,2,0.672245,2.74065,0.245998,3.6589
557,2,0.673484,2.74539,0.246344,3.66522
558,2,0.674676,2.75012,0.246825,3.67162
559,2,0.675757,2.75497,0.247221,3.67795
560,2,0.677317,2.75968,0.247736,3.68473
561,2,0.678515,2.76412,0.248144,3.69078
562,2,0.679743,2.76874,0.248523,3.697
563,2,0.681219,2.77582,0.248896,3.70593
564,2,0.68307,2.78119,0.249192,3.71345
565,2,0.684499,2.78655,0.249637,3.72069
566,2,0.685875,2.79086,0.249984,3.72672
567,2,0.686634,2.79573,0.250419,3.73279
568,2,0.68783,2.80047,0.250805,3.73911
