iter,rank,ant_move_s,phen_sync_s,evaporation_s,total_s
140,0,0.182247,0.700097,0.0628709,0.945215
141,0,0.183099,0.704758,0.0633733,0.95123
142,0,0.184318,0.709158,0.0636764,0.957153
143,0,0.185395,0.714216,0.0640138,0.963625
144,0,0.186603,0.718976,0.0642804,0.96986
145,0,0.18776,0.723744,0.0646778,0.976182
146,0,0.189127,0.728275,0.0651741,0.982577
147,0,0.190212,0.732953,0.0656256,0.988791
148,0,0.191511,0.73766,0.065941,0.995112
149,0,0.192879,0.742347,0.0663483,1.00157
150,0,0.194086,0.747044,0.0666617,1.00779
151,0,0.19515,0.751603,0.066977,1.01373
152,0,0.196485,0.75576,0.067344,1.01959
153,0,0.197659,0.760233,0.0678535,1.02575
154,0,0.198825,0.764837,0.0682086,1.03187
155,0,0.200086,0.769497,0.0686251,1.03821
156,0,0.201103,0.773976,0.0691598,1.04424
157,0,0.20225,0.778654,0.0696142,1.05052
158,0,0.203466,0.784314,0.070062,1.05784
159,0,0.20467,0.789561,0.0704915,1.06472
160,0,0.205715,0.794087,0.0708511,1.07065
161,0,0.206842,0.798653,0.0712179,1.07671
162,0,0.20799,0.803284,0.0715231,1.0828
163,0,0.209032,0.807673,0.0718997,1.0886
164,0,0.210345,0.812203,0.0721796,1.09473
165,0,0.211571,0.816699,0.0728174,1.10109
166,0,0.212757,0.821679,0.0731672,1.1076
167,0,0.213712,0.826592,0.0735031,1.11381
168,0,0.21494,0.830938,0.0738974,1.11977
169,0,0.215981,0.835604,0.0750285,1.12661
170,0,0.217308,0.840199,0.075344,1.13285
171,0,0.218505,0.844676,0.0757474,1.13893
172,0,0.219787,0.84909,0.0762345,1.14511
173,0,0.220828,0.853702,0.0766602,1.15119
174,0,0.221969,0.858165,0.0769763,1.15711
175,0,0.223089,0.863103,0.0772533,1.16345
176,0,0.224209,0.86779,0.077768,1.16977
177,0,0.225489,0.87257,0.0779785,1.17604
178,0,0.226628,0.877054,0.0784278,1.18211
179,0,0.22772,0.881436,0.0788265,1.18798
180,0,0.22897,0.886397,0.0791689,1.19454
181,0,0.23024,0.892128,0.0796256,1.20199
182,0,0.2313,0.896718,0.0800574,1.20808
183,0,0.232478,0.901066,0.0804459,1.21399
184,0,0.233534,0.906152,0.0810706,1.22076
185,0,0.234678,0.913224,0.0815031,1.2294
186,0,0.236152,0.91748,0.0820556,1.23569
187,0,0.237452,0.922083,0.0824874,1.24202
188,0,0.238493,0.926809,0.0828609,1.24816
189,0,0.239603,0.931369,0.0832278,1.2542
190,0,0.240721,0.936081,0.0836124,1.26041
191,0,0.241758,0.94057,0.0840868,1.26641
192,0,0.242858,0.945276,0.0843336,1.27247
193,0,0.243951,0.949686,0.0847172,1.27835
194,0,0.245084,0.954238,0.0850607,1.28438
195,0,0.246281,0.959064,0.0854621,1.29081
196,0,0.24716,0.963885,0.0857866,1.29683
197,0,0.248203,0.968535,0.0861535,1.30289
198,0,0.249182,0.97339,0.0863932,1.30896
199,0,0.250029,0.978334,0.0867465,1.31511
200,0,0.251077,0.983198,0.0870993,1.32137
201,0,0.252394,0.987517,0.0876419,1.32755
202,0,0.253594,0.992199,0.0880774,1.33387
203,0,0.254624,0.997008,0.0884098,1.34004
204,0,0.255702,1.00178,0.0888743,1.34636
205,0,0.256856,1.00627,0.0892708,1.3524
206,0,0.258061,1.01091,0.0895758,1.35855
207,0,0.25923,1.01586,0.0899372,1.36502
208,0,0.260345,1.02078,0.0902308,1.37136
209,0,0.261576,1.02537,0.0906655,1.37761
210,0,0.262814,1.02994,0.0911925,1.38395
211,0,0.264117,1.03525,0.0916111,1.39098
212,0,0.265301,1.03989,0.0921932,1.39738
213,0,0.266733,1.04472,0.0926891,1.40414
214,0,0.267734,1.04964,0.0931502,1.41053
215,0,0.268852,1.05423,0.0935083,1.41659
216,0,0.27012,1.05873,0.0938475,1.4227
217,0,0.271183,1.06318,0.0944189,1.42878
218,0,0.271952,1.06811,0.0946829,1.43474
219,0,0.273142,1.07304,0.0952023,1.44138
220,0,0.274453,1.07756,0.0956094,1.44762
221,0,0.275628,1.08218,0.0960026,1.45381
222,0,0.276817,1.08692,0.0963872,1.46012
223,0,0.277959,1.09181,0.0966571,1.46642
224,0,0.279145,1.09697,0.0971239,1.47324
225,0,0.280401,1.10187,0.0975249,1.47979
226,0,0.281546,1.10658,0.0978646,1.48599
227,0,0.282776,1.11086,0.0982284,1.49186
228,0,0.283987,1.11552,0.0986994,1.4982
229,0,0.285171,1.12014,0.099197,1.50451
230,0,0.286162,1.1253,0.0996483,1.51111
231,0,0.287231,1.1297,0.100108,1.51704
232,0,0.288408,1.13426,0.100722,1.52339
233,0,0.289468,1.13883,0.101056,1.52935
234,0,0.290514,1.1432,0.101326,1.53504
235,0,0.291632,1.14771,0.101724,1.54107
236,0,0.292767,1.15238,0.101972,1.54711
237,0,0.293901,1.15706,0.102239,1.5532
238,0,0.295201,1.16162,0.102771,1.55959
239,0,0.296414,1.16628,0.103319,1.56601
240,0,0.297563,1.17083,0.103582,1.57198
241,0,0.298496,1.17565,0.104078,1.57822
242,0,0.299777,1.1815,0.104575,1.58585
243,0,0.301437,1.18765,0.105516,1.5946
244,0,0.302831,1.19206,0.105916,1.60081
245,0,0.30413,1.1964,0.106391,1.60692
246,0,0.30561,1.20091,0.106955,1.61348
247,0,0.306884,1.20565,0.107341,1.61988
248,0,0.30807,1.21072,0.107735,1.62653
249,0,0.309264,1.21584,0.107983,1.63309
250,0,0.31033,1.22071,0.108242,1.63929
251,0,0.311576,1.22634,0.111586,1.6495
252,0,0.312668,1.23103,0.112008,1.6557
253,0,0.313833,1.23566,0.112393,1.66189
254,0,0.314803,1.24098,0.112824,1.66861
255,0,0.315884,1.2456,0.113311,1.67479
256,0,0.316969,1.25014,0.113693,1.68081
257,0,0.317932,1.25498,0.114011,1.68692
258,0,0.318928,1.2602,0.114514,1.69365
259,0,0.320043,1.26524,0.114829,1.70011
260,0,0.321123,1.26983,0.115211,1.70616
261,0,0.322072,1.27492,0.115513,1.71251
262,0,0.323169,1.27968,0.115785,1.71864
263,0,0.324304,1.2842,0.116085,1.72459
264,0,0.325465,1.2892,0.117142,1.73181
265,0,0.326588,1.29454,0.11758,1.73871
266,0,0.327686,1.29913,0.117843,1.74466
267,0,0.328965,1.30349,0.118391,1.75085
268,0,0.330091,1.30823,0.118719,1.75704
269,0,0.331357,1.31228,0.119098,1.76274
270,0,0.332505,1.3169,0.119286,1.76869
271,0,0.333577,1.3215,0.119577,1.77465
272,0,0.334632,1.32674,0.119811,1.78118
273,0,0.335935,1.33227,0.120174,1.78838
274,0,0.337158,1.33823,0.120571,1.79596
275,0,0.338533,1.34285,0.120974,1.80236
276,0,0.339744,1.34729,0.121422,1.80845
277,0,0.340849,1.35186,0.121752,1.81446
278,0,0.341967,1.3567,0.121982,1.82065
279,0,0.3431,1.36165,0.122332,1.82708
280,0,0.344114,1.36628,0.12273,1.83312
281,0,0.34521,1.37071,0.123135,1.83905
282,0,0.346392,1.37513,0.123519,1.84504
283,0,0.347509,1.37965,0.123863,1.85102
284,0,0.34858,1.38418,0.124113,1.85687
285,0,0.349693,1.38852,0.124562,1.86278
286,0,0.350632,1.39356,0.12503,1.86922
287,0,0.351645,1.39824,0.125441,1.87533
288,0,0.352804,1.40265,0.125777,1.88123
289,0,0.35399,1.40768,0.126081,1.88775
290,0,0.354997,1.41251,0.126589,1.8941
291,0,0.355964,1.41719,0.127013,1.90017
292,0,0.356891,1.42226,0.127359,1.90651
293,0,0.35782,1.42718,0.127567,1.91257
294,0,0.358699,1.43252,0.12784,1.91906
295,0,0.359589,1.43744,0.128255,1.92528
296,0,0.360839,1.44216,0.128567,1.93157
297,0,0.361843,1.44716,0.128939,1.93794
298,0,0.363059,1.4516,0.129285,1.94394
299,0,0.364526,1.45595,0.129624,1.95009
300,0,0.365782,1.46058,0.130124,1.95649
301,0,0.36726,1.46489,0.130369,1.96252
302,0,0.368105,1.46968,0.1308,1.96859
303,0,0.369315,1.47422,0.131216,1.97475
304,0,0.370456,1.47867,0.131542,1.98067
305,0,0.371985,1.48289,0.131913,1.98679
306,0,0.37338,1.48791,0.132404,1.9937
307,0,0.374714,1.49259,0.132703,2
308,0,0.37587,1.49816,0.133054,2.00708
309,0,0.376957,1.50355,0.133569,2.01407
310,0,0.378015,1.5087,0.134061,2.02078
311,0,0.379248,1.51298,0.134435,2.02667
312,0,0.380267,1.51773,0.134838,2.03283
313,0,0.380958,1.52266,0.135707,2.03933
314,0,0.382182,1.52762,0.136222,2.04602
315,0,0.383334,1.5321,0.136625,2.05206
316,0,0.384566,1.5367,0.137091,2.05836
317,0,0.385789,1.54126,0.137523,2.06457
318,0,0.387018,1.54584,0.137997,2.07085
319,0,0.388271,1.55038,0.138318,2.07697
320,0,0.389334,1.55476,0.138561,2.08265
321,0,0.390511,1.55925,0.138895,2.08865
322,0,0.391568,1.56405,0.139237,2.09485
323,0,0.392349,1.56895,0.139731,2.10103
324,0,0.393556,1.57349,0.140095,2.10714
325,0,0.394738,1.57801,0.14047,2.11322
326,0,0.395921,1.58284,0.140701,2.11946
327,0,0.396945,1.58753,0.141125,2.1256
328,0,0.397902,1.59229,0.141481,2.13167
329,0,0.399096,1.59726,0.142009,2.13836
330,0,0.400356,1.60224,0.142485,2.14508
331,0,0.401562,1.60686,0.142911,2.15133
332,0,0.402654,1.61149,0.143363,2.15751
333,0,0.403685,1.61608,0.143766,2.16353
334,0,0.404727,1.62076,0.144056,2.16954
335,0,0.406049,1.62583,0.144449,2.17633
336,0,0.407149,1.63054,0.144873,2.18257
337,0,0.408267,1.63522,0.145256,2.18875
338,0,0.409663,1.63994,0.1456,2.1952
339,0,0.411093,1.64485,0.145955,2.2019
340,0,0.412206,1.64925,0.146269,2.20773
341,0,0.413438,1.65374,0.146622,2.2138
342,0,0.414144,1.65883,0.147014,2.21999
343,0,0.415363,1.66351,0.147431,2.22631
344,0,0.416592,1.66848,0.147956,2.23303
345,0,0.417743,1.67307,0.148397,2.23921
346,0,0.419055,1.67793,0.148754,2.24574
347,0,0.419992,1.68276,0.149142,2.25189
348,0,0.421088,1.68727,0.149484,2.25784
349,0,0.422113,1.69173,0.149918,2.26376
350,0,0.423246,1.69632,0.150169,2.26974
351,0,0.424428,1.7007,0.150518,2.27564
352,0,0.425563,1.70527,0.150911,2.28174
353,0,0.42658,1.71005,0.151362,2.28799
354,0,0.427471,1.71506,0.151842,2.29437
355,0,0.428572,1.71955,0.152172,2.30029
356,0,0.429959,1.72446,0.152444,2.30687
357,0,0.431294,1.73172,0.152861,2.31588
358,0,0.432373,1.7363,0.153267,2.32194
359,0,0.433693,1.74097,0.153563,2.32823
360,0,0.434814,1.74599,0.154095,2.3349
361,0,0.436169,1.75082,0.154385,2.34138
362,0,0.437261,1.75554,0.157747,2.35055
363,0,0.438504,1.76019,0.15821,2.35691
364,0,0.439686,1.76482,0.15857,2.36308
365,0,0.440894,1.77002,0.159008,2.36992
366,0,0.441925,1.77475,0.160223,2.37689
367,0,0.443156,1.77989,0.161104,2.38415
368,0,0.444362,1.78451,0.16146,2.39033
369,0,0.445658,1.78906,0.161915,2.39663
370,0,0.446765,1.79394,0.162268,2.40298
371,0,0.447728,1.79889,0.162516,2.40913
372,0,0.448928,1.80385,0.162952,2.41573
373,0,0.450078,1.80864,0.163294,2.42201
374,0,0.451104,1.81333,0.163705,2.42814
375,0,0.452233,1.81846,0.164105,2.4348
376,0,0.453622,1.82299,0.164498,2.44111
377,0,0.454586,1.8277,0.164769,2.44705
378,0,0.455744,1.83245,0.165161,2.45336
379,0,0.456834,1.83762,0.165563,2.46001
380,0,0.458088,1.84212,0.165969,2.46618
381,0,0.459088,1.84669,0.166386,2.47217
382,0,0.460135,1.85138,0.16677,2.47829
383,0,0.461046,1.85601,0.167113,2.48417
384,0,0.461987,1.86153,0.167617,2.49113
385,0,0.463308,1.86592,0.168072,2.4973
386,0,0.464507,1.87055,0.168599,2.50366
387,0,0.465583,1.87545,0.169068,2.5101
388,0,0.466808,1.87994,0.169441,2.51619
389,0,0.467906,1.88455,0.169793,2.52224
390,0,0.469045,1.8889,0.17011,2.52805
391,0,0.470336,1.89354,0.170456,2.53433
392,0,0.471418,1.89808,0.170821,2.54032
393,0,0.472544,1.90273,0.17118,2.54646
394,0,0.473837,1.90755,0.171557,2.55294
395,0,0.47508,1.91235,0.172154,2.55958
396,0,0.476374,1.91721,0.172688,2.56627
397,0,0.477554,1.92177,0.172999,2.57232
398,0,0.478451,1.92671,0.17366,2.57882
399,0,0.479841,1.93259,0.174128,2.58656
400,0,0.480948,1.93867,0.1748,2.59442
401,0,0.482092,1.94417,0.175119,2.60138
402,0,0.48343,1.94961,0.175719,2.60876
403,0,0.484863,1.95524,0.176893,2.617
404,0,0.486524,1.96049,0.177421,2.62443
405,0,0.488043,1.96575,0.178242,2.63203
406,0,0.489402,1.97105,0.178923,2.63938
407,0,0.490496,1.97597,0.17944,2.64591
408,0,0.491925,1.98127,0.182371,2.65557
409,0,0.493367,1.98615,0.182783,2.6623
410,0,0.494754,1.99213,0.183233,2.67011
411,0,0.496232,1.99785,0.183451,2.67753
412,0,0.497475,2.00273,0.184019,2.68422
413,0,0.498507,2.00766,0.184345,2.69051
414,0,0.49939,2.01247,0.184779,2.69664
415,0,0.500429,2.01742,0.185095,2.70294
416,0,0.501889,2.02314,0.185442,2.71047
417,0,0.502929,2.0304,0.186589,2.71992
418,0,0.504112,2.03638,0.187307,2.7278
419,0,0.505411,2.04218,0.187763,2.73536
420,0,0.507078,2.04728,0.188376,2.74273
421,0,0.508857,2.05283,0.189756,2.75144
422,0,0.511732,2.05641,0.189947,2.75809
423,0,0.513646,2.06159,0.190268,2.7655
424,0,0.515121,2.06644,0.190788,2.77235
425,0,0.516965,2.07198,0.191126,2.78007
426,0,0.518448,2.07792,0.191526,2.78789
427,0,0.519758,2.08289,0.192045,2.79469
428,0,0.522175,2.08673,0.192475,2.80138
429,0,0.523573,2.09241,0.192821,2.8088
430,0,0.525061,2.09795,0.193117,2.81613
431,0,0.526136,2.10308,0.193428,2.82264
432,0,0.52729,2.10864,0.193783,2.82971
433,0,0.52852,2.11417,0.194162,2.83686
434,0,0.529677,2.11904,0.194618,2.84334
435,0,0.530772,2.12383,0.194909,2.84951
436,0,0.531965,2.129,0.195322,2.85628
437,0,0.533453,2.13349,0.195613,2.86255
438,0,0.534741,2.13803,0.195914,2.86868
439,0,0.535989,2.1431,0.196416,2.87551
440,0,0.537204,2.14795,0.196816,2.88197
441,0,0.538465,2.15285,0.197225,2.88854
442,0,0.539522,2.15763,0.197565,2.89472
443,0,0.540611,2.16229,0.198026,2.90093
444,0,0.541791,2.16666,0.19847,2.90692
445,0,0.542985,2.1716,0.19908,2.91366
446,0,0.544427,2.17611,0.199724,2.92026
447,0,0.545593,2.1809,0.199971,2.92646
448,0,0.546758,2.1861,0.200528,2.93338
449,0,0.547766,2.19117,0.200777,2.93972
450,0,0.548938,2.19612,0.201188,2.94625
451,0,0.549996,2.20121,0.201829,2.95303
452,0,0.551102,2.20594,0.202261,2.95931
453,0,0.552147,2.2109,0.202596,2.96564
454,0,0.553244,2.2161,0.202854,2.9722
455,0,0.55436,2.22109,0.203631,2.97909
456,0,0.555242,2.2265,0.204128,2.98587
457,0,0.556025,2.23177,0.204512,2.9923
458,0,0.55727,2.23889,0.204762,3.00092
459,0,0.558301,2.24412,0.205129,3.00755
460,0,0.559513,2.24913,0.205543,3.01418
461,0,0.560436,2.25466,0.206066,3.02116
462,0,0.561934,2.25896,0.206464,3.02736
463,0,0.563282,2.26331,0.206987,3.03358
464,0,0.564572,2.26787,0.207215,3.03965
465,0,0.56575,2.27245,0.207475,3.04568
466,0,0.56691,2.27729,0.207804,3.052
467,0,0.56816,2.28215,0.208253,3.05857
468,0,0.569227,2.28691,0.208664,3.0648
469,0,0.570343,2.29258,0.212658,3.07558
470,0,0.572732,2.2998,0.213383,3.08591
471,0,0.574167,2.30504,0.213798,3.09301
472,0,0.575396,2.31037,0.214267,3.10003
473,0,0.576481,2.31516,0.214778,3.10642
474,0,0.577757,2.31983,0.215199,3.11278
475,0,0.578977,2.3241,0.215501,3.11858
476,0,0.579899,2.3291,0.215832,3.12484
477,0,0.581035,2.3339,0.216471,3.13141
478,0,0.581957,2.3389,0.216786,3.13764
479,0,0.583036,2.34319,0.217103,3.14332
480,0,0.583938,2.34777,0.217514,3.14922
481,0,0.58502,2.35262,0.217732,3.15537
482,0,0.586337,2.35709,0.218171,3.1616
483,0,0.587656,2.36143,0.218573,3.16766
484,0,0.588844,2.36619,0.220684,3.17572
485,0,0.590081,2.37078,0.221084,3.18195
486,0,0.591547,2.37697,0.221659,3.19017
487,0,0.592624,2.38277,0.222133,3.19753
488,0,0.593923,2.38754,0.222641,3.20411
489,0,0.595325,2.39266,0.223038,3.21103
490,0,0.596573,2.39761,0.223399,3.21758
491,0,0.597623,2.40264,0.223717,3.22398
492,0,0.598687,2.40732,0.224167,3.23018
493,0,0.59989,2.41303,0.224525,3.23744
494,0,0.601894,2.4208,0.224802,3.2475
495,0,0.603273,2.42615,0.225201,3.25462
496,0,0.604368,2.43169,0.225522,3.26158
497,0,0.605569,2.43632,0.225907,3.26779
498,0,0.607416,2.44168,0.226342,3.27544
499,0,0.608993,2.4474,0.226728,3.28312
500,0,0.610284,2.45306,0.227102,3.29044
501,0,0.611417,2.45793,0.227475,3.29683
502,0,0.612519,2.46403,0.22776,3.30431
503,0,0.61392,2.46979,0.22817,3.31188
504,0,0.615878,2.4746,0.228525,3.319
505,0,0.617275,2.48019,0.22892,3.32639
506,0,0.618439,2.48598,0.229238,3.33366
507,0,0.619545,2.49135,0.229703,3.34059
508,0,0.620698,2.49621,0.230436,3.34734
509,0,0.621721,2.50169,0.230843,3.35425
510,0,0.622994,2.50666,0.231337,3.36099
511,0,0.624484,2.51241,0.232138,3.36903
512,0,0.626092,2.51853,0.232633,3.37726
513,0,0.627469,2.5239,0.232975,3.38435
514,0,0.628642,2.52895,0.233419,3.39101
515,0,0.629943,2.53372,0.23372,3.39738
516,0,0.631216,2.53905,0.234208,3.40447
517,0,0.632606,2.54581,0.234719,3.41313
518,0,0.634045,2.55151,0.235055,3.4206
519,0,0.635271,2.55709,0.235408,3.42777
520,0,0.636358,2.56173,0.23593,3.43402
521,0,0.637882,2.56626,0.236497,3.44064
522,0,0.639178,2.5712,0.236824,3.4472
523,0,0.640495,2.57565,0.237262,3.45341
524,0,0.641604,2.58052,0.23764,3.45977
525,0,0.642802,2.58519,0.238084,3.46607
526,0,0.64423,2.59069,0.238668,3.47359
527,0,0.64585,2.59619,0.239428,3.48147
528,0,0.648425,2.60197,0.239721,3.49011
529,0,0.649623,2.60812,0.24004,3.49778
530,0,0.650916,2.61366,0.240403,3.50498
531,0,0.651696,2.61903,0.240795,3.51152
532,0,0.652818,2.62392,0.241644,3.51838
533,0,0.654167,2.62828,0.242071,3.52452
534,0,0.655318,2.63341,0.242358,3.53109
535,0,0.656526,2.63793,0.242773,3.53723
536,0,0.657772,2.64251,0.243037,3.54332
537,0,0.658995,2.64738,0.24357,3.54994
538,0,0.660206,2.65183,0.243865,3.5559
539,0,0.661259,2.65651,0.244255,3.56202
540,0,0.662448,2.66131,0.244698,3.56846
541,0,0.663721,2.66644,0.245162,3.57532
542,0,0.665001,2.67085,0.245644,3.5815
543,0,0.666129,2.67579,0.246095,3.58802
544,0,0.667494,2.68041,0.246293,3.59419
545,0,0.668493,2.68545,0.246591,3.60054
546,0,0.669554,2.69041,0.246916,3.60688
547,0,0.670699,2.6952,0.247271,3.61317
548,0,0.671992,2.69991,0.247664,3.61957
549,0,0.673045,2.70554,0.248266,3.62685
550,0,0.674308,2.71023,0.248686,3.63323
551,0,0.675253,2.71506,0.249068,3.63939
552,0,0.676552,2.71988,0.249441,3.64587
553,0,0.67812,2.72678,0.250068,3.65497
554,0,0.67965,2.73265,0.250366,3.66266
555,0,0.681088,2.73811,0.250765,3.66996
556,0,0.681761,2.74367,0.25111,3.67654
557,0,0.682867,2.74849,0.251532,3.68289
558,0,0.684037,2.75331,0.251947,3.68929
559,0,0.685288,2.75808,0.252288,3.69566
560,0,0.686257,2.76338,0.252739,3.70238
561,0,0.68747,2.76825,0.253289,3.709
562,0,0.688592,2.77342,0.253744,3.71576
563,0,0.690142,2.78047,0.254324,3.72494
564,0,0.692062,2.78571,0.254808,3.73258
565,0,0.693487,2.79111,0.255265,3.73986
566,0,0.694669,2.79563,0.255594,3.7459
567,0,0.695908,2.80028,0.255836,3.75202
568,0,0.697096,2.805,0.256207,3.7583
